exhibitor_name,domain,contact_number,mail,location,country,booth_no,desc,linkedin_url,city,profile_url,event_date,event_venue,source_url,source_year,organization_id
Schöffel PRO GmbH,schoeffel-pro.com,08232 50061300,info@schoeffel-pro.com,"Albert-Einstein-Straße 1, 86830, Schwabmünchen, Germany",Germany,Hall B4 Ground floor | 401,"With Schöffel PRO, we want to make workwear more functional, but also more individual. In two years of development work together with many users, new corporate and workwear collections were created. Collections that can be personalized and delivered in a short time, but also offer extensive points of connection for the custom production of your very own employee equipment. Collections with which we want to appreciate and promote your daily performance in the working world. The highest quality as a textile business card for top employees and top companies. I would be pleased if you also place your trust in our premium products in the working world. With Schöffel PRO, you gain a partner for a trustworthy and reliable partnership.",,Schwabmünchen,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Sch-ffel-PRO-GmbH--131527,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131527
SDH - Servicegesellschaft Deutsches HandwerkGmbH,sdh.de,+49 89 921300530,service@sdh.de,"Elsenheimerstraße 47 a, 80687, München, Germany",Germany,Hall B4 Ground floor | 531,Die SDH – Servicegesellschaft Deutsches Handwerk GmbH ist ein Mobilitäts- und Vorteilsportal für Unternehmen aus dem Handwerk. Gemäß Ihrem Slogan „Günstige Firmenwagen fürs Handwerk“ hat sie inzwischen mehr als 40.000 Handwerksbetrieben deutschlandweit beim Erwerb ihrer Firmenfahrzeuge geholfen bestmögliche Konditionen bei ihrem Autohändler vor Ort zu erhalten. Durch die SDH-Rahmenabkommen mit zahlreichen Automobilherstellern erhalten Sie als Handwerker beim Erwerb Ihres Firmenfahrzeuges mit einem SDH-Abrufschein starke Nachlässe. Sichern Sie sich darüber hinaus einen zusätzlichen Mehrwert durch die attraktiven SDH-Sonderaktionen. Voraussetzung ist die kostenfreie Mitgliedschaft bei SDH unter www.sdh.de.https://www.sdh.de/handwerker/registrieren-oder-anmelden/handwerker-anmeldung.html,,München,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SDH-Servicegesellschaft-Deutsches-HandwerkGmbH--131562,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131562
Sensus GmbH Ludwigshafen,mrn-news.de,+49 621 6904-1000,info.de@xylem.com,"Industriestraße 16, 67063, Ludwigshafen, Germany",Germany,Hall A4 | 140,,,Ludwigshafen,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Sensus-GmbH-Ludwigshafen--131575,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131575
Service-System Fahrzeugeinrichtungen Wenzel GmbH,service-system.de,+49 5561 93420,jwenzel@wenzeleinbeck.de,"Altendorfer Tor 23, 37574, Einbeck, Germany",Germany,Hall B4 Ground floor | 323,"Service-System Fahrzeugeinrichtungen Unsere Fachberater sind stets für Sie unterwegs und beraten Sie gerne. Unsere Vorführwagen bieten Ihnen den perfekten Überblick über die individuell planbaren Ausbaumöglichkeiten Ihres Fahrzeuges. Um für Ihr Fahrzeug eine optimale Raumnutzung gewährleisten zu können, bieten wir Ihnen unsere Fahrzeugeinrichtung in drei Bautiefen und fünf Baubreiten an, die somit flexible Möglichkeiten für jedes Gewerbe bieten. Auch das Gewicht spielt heutzutage eine immer wichtigere Rolle. Um dabei die Stabilität und Sicherheit nicht außer acht zu lassen, verwenden wir einen intelligenten Materialmix aus Aluminium und Stahl (Hybridsystem), der unser System leicht und gleichzeitig stabil macht. Mit Sicherheit in bester Ordnung.",,Einbeck,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Service-System-Fahrzeugeinrichtungen-Wenzel-GmbH--131253,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131253
SEVentilation GmbH,seventilation.de,+49 36424 767472,info@seventilation.de,"Ernst-Thälmann-Straße 12, 07768, Kahla, Germany",Germany,Hall A1 | 340,,,Kahla,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SEVentilation-GmbH--131312,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131312
SG Leuchten GmbH,sg-leuchten.de,+49 40 23994459,info@sg-leuchten.de,"Diekkamp 25, 22359, Hamburg, Germany",Germany,Hall B7 | 549,"SG Leuchten GmbH stands for Scandinavian lighting design that simplifies installation and delivers long-lasting quality. As part of a Norwegian manufacturer, SG develops lighting solutions that inspire architects, save installers time and deliver lasting energy and cost savings for building operators.",,Hamburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SG-Leuchten-GmbH--131254,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131254
SHK Deutschland,shk-deutschland.de,+49 431 5863-0,info@shk-deutschland.de,"Wilhelm-Raabe-Straße 16-18, 26721, Emden, Germany",Germany,Hall B6 | 751,,,Emden,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SHK-Deutschland--131519,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131519
SHK INFO GmbH,shk-info.de,+49 5248 2029660,mail@shk-info.de,"Grüner Weg 9, 33449, Langenberg, Germany",Germany,Hall A1 | 471,,,Langenberg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SHK-INFO-GmbH--146723,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,146723
SHK-Service GmbH Fachverband und Innung Sanitär Heizung Klempner Hamburg,shk-hamburg.de,+49 40 29994915,info@shk-hamburg.de,"Barmbeker Markt 19, 22081, Hamburg, Germany",Germany,TechnikPark | Hall B6 | 762,,,Hamburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SHK-Service-GmbH-Fachverband-und-Innung-Sanit-r-Heizung-Klempner-Hamburg--131187,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131187
SHK-Service GmbH Fachverband und Innung Sanitär Heizung Klempner Hamburg,shk-hamburg.de,+49 40 29994915,info@shk-hamburg.de,"Barmbeker Markt 19, 22081, Hamburg, Germany",Germany,Hall B6 | 662,"Exhibition stand Northern German Trade Associations “Sanitär Heizung Klima Klempner” The Northern German Trade Associations “Sanitär Heizung Klima und Klempner” (HVAC and plumbing) advocate for the interests of all businesses in these trades. As a strong community, we support our members in technical, legal and business-related matters. We strengthen the businesses by providing focused training and further education opportunities, while also supporting the training of apprentices and future master tradespeople in these fields. Beyond that, we provide opportunities for dialogue and networking within the industry. We also advocate for the trades at a political level, contributing to the development of regulatory frameworks and safeguarding the sustainable future of our industry. Our exhibition stand is a space open to all members, friends and partners as a place for communication and information. Stop by and find out more about this future-proof industry and promising career prospects!",,Hamburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SHK-Service-GmbH-Fachverband-und-Innung-Sanit-r-Heizung-Klempner-Hamburg--131319,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131319
SHK-Service GmbH Fachverband und Innung Sanitär Heizung Klempner Hamburg,shk-hamburg.de,+49 40 2999490,info@shk-hamburg.de,"Barmbeker Markt 19, 22081, Hamburg, Germany",Germany,German Plumbers' Championship | Hall B3 Ground floor | 111,,,Hamburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SHK-Service-GmbH-Fachverband-und-Innung-Sanit-r-Heizung-Klempner-Hamburg--140842,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,140842
SHK-Service GmbH Fachverband und Innung Sanitär Heizung Klempner Hamburg,shk-hamburg.de,+49 40 2999490,info@shk-hamburg.de,"Barmbeker Markt 19, 22081, Hamburg, Germany",Germany,Marketplace for plumbers | Hall B3 Ground floor | 116,,,Hamburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SHK-Service-GmbH-Fachverband-und-Innung-Sanit-r-Heizung-Klempner-Hamburg--140843,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,140843
Sicondis GmbH,sicondis.de,+49 40 5379858 0,info@sicondis.de,"Hermann-Wüsthof-Ring 10, 21035, Hamburg, Germany",Germany,Hall B7 | 428,"Founded in 2024, Sicondis GmbH operates as a certified distributor for Honeywell fire alarm, voice evacuation, and emergency lighting systems. In addition to high-quality products, we offer a comprehensive range of services. Our experienced team ensures fast, straightforward support for our business partners. We guarantee high product availability for the Esser, Notifier, and Morley brands, ensuring you have quick access to these products. Beyond direct warehouse pickup, we offer various shipping options—including DHL and courier services—as well as direct delivery of fire protection enclosures to the installation site. Furthermore, our webshop is available to you around the clock. To provide the best possible service, we offer multiple ordering channels: online, via email, or by phone. Our extensive experience in security technology enables us to provide expert advice, support, and training in fire alarm systems, making us a strong partner by your side. You can rely on us. Customer focus and collaborative partnerships are at the heart of everything we do, and we place great value on loyalty and honesty across all areas of our business. As a reliable partner, our goal is to consistently provide you with the best service and maximum flexibility. We look forward to a successful partnership!",,Hamburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Sicondis-GmbH--131593,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131593
Siemens AG,siemens.de,+49 711 6521 0,info@siemens.com,"Lindenplatz 2, 20099, Hamburg, Germany",Germany,Hall B7 | 130,"We are a leading technology company focused on industry, infrastructure, mobility, and healthcare. The company’s purpose is to create technology to transform the everyday, for everyone. By combining the real and the digital worlds, we empower customers to accelerate their digital and sustainability transformations, making factories more efficient, cities more livable, and transportation more sustainable. A leader in industrial AI, we leverage our deep domain know-how to apply AI – including generative AI – to real-world applications, making AI accessible and impactful for customers across diverse industries.",,Hamburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Siemens-AG--131388,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131388
Signify GmbH,nordakademie.de,+49 800 74454775,julia.zander@signify.com,"Röntgenstraße 22, 22335, Hamburg, Germany",Germany,Hall B7 | 230,,https://de.linkedin.com/in/rada-rodriguez,Hamburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Signify-GmbH--131362,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131362
Siteco GmbH,siteco.com,+49 8669 330,info@siteco.de,"Georg-Simon-Ohm-Straße 50, 83301, Traunreut, Germany",Germany,Hall B5 | 553,"For more than 160 years, SITECO has embodied the future of lighting. Today we are the market leader in holistic lighting solutions: lighting, controls, project and operation – all from a single source. We have an entrepreneurial spirit and are growing dynamically. Our 1,000 colleagues around the world work every day on tailor-made lighting solutions for cities, industry, offices, sports & events, tunnels and retail. We live and breathe Made in Traunreut, Germany. Our products set standards in modularity, efficiency and sustainability.",,Traunreut,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Siteco-GmbH--131415,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131415
SKADEC,skadec.de,+49794294491000,info@skadec.de,"Parkallee 40, 74638, Waldenburg, Germany",Germany,Hall A1 | 158,"Die SKADEC GmbH – Ihr Systemlieferant für hochwertige, zukunftssichere und effiziente Kaltwassersätze und Wärmepumpen. Bereits seit mehreren Jahren entwickeln und testen wir an unserem Firmensitz in Süddeutschland innovative Kältemaschinen und Wärmepumpen. Hierbei setzen wir auf die Verwendung von den natürlichen Kältemitteln Propan (R290), Isobutan (R600a) und Propylen (R1270). Immer im Fokus stehen dabei unsere Kunden und das Bestreben, Ihnen genau das anbieten zu können, was Sie brauchen: Sichere Anlagen im Hinblick auf Redundanz, Nachhaltigkeit und Zukunftssicherheit im Betrieb.",,Waldenburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SKADEC--131550,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131550
SKS-Kinkel Elektronik GmbH,sks-kinkel.de,+49 2661 980880,info@sks-kinkel.de,"Im Industriegebiet 9, 56472, Hof / Westerwald, Germany",Germany,Hall B7 | 476,"For almost 50 years, SKS-Kinkel Elektronik GmbH has stood for intelligent, modern, building communication solutions distinguished by their timelessly elegant design and ease of use. As a German family business operating on a global scale, we attach great importance to a dynamic spirit of innovation and enduring values. We design and manufacture not only sustainable, digital, networked systems for all aspects of building communications, but also parcel lockers and letterbox systems, offering you comprehensive, enduring and future-oriented solutions for electronic building entrances from a single source. Visit the Get Nord trade show and discover our wide range of innovative and award-winning building communication, parcel locker and digital letterbox systems. Our solutions range from classic door intercoms to sophisticated digitalisation projects that interface with existing property platforms and apps. Bespoke door station products are also a major factor/element of our daily business operations.",,Hof / Westerwald,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SKS-Kinkel-Elektronik-GmbH--143171,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,143171
SL Rack GmbH,sl-rack.co.uk,+49 8072 37670,info@sl-rack.com,"Münchener Straße, 83527, Haag i. OB., Germany",Germany,Hall B2 Ground floor | 226,"SL Rack is the long-established, owner-managed company specialising in PV installation. As a pioneer from the very beginning, company founder Ludwig Schletter looks back over three decades of experience in the industry. For the son of a master locksmith began a fresh start with SL Rack, the original PV installation specialist, after leaving the company that still today bears his name and following the solar crisis. Drawing on this expertise and know-how, SL Rack develops and manufactures installer-friendly PV systems which make the work easier for solar professionals. That is why the solar installer is always at the heart of everything SL Rack does. The company offers craftsmen and wholesalers solutions for all applications: pitched roofs, flat roofs, façades, ground-mounted systems, agri-PV and carports. SL Rack designs and manufactures its products in accordance with the recommendations of the Central Association of German Roofers (ZVDH) and on the basis of the requirements set out in the general building regulations approvals issued by the German Institute for Building Technology (DIBt). In-house teams specialising in geology, structural analysis and project planning support EPC partners right from the early stages of a project. This provides a solid foundation for planning permission, tendering and implementation. SL Rack’s core performance promise is therefore to provide close support to project partners: from the entire planning process through to software-assisted design and on-site support. This because SL Rack sees itself not merely as a system supplier, but as a technical partner throughout the entire project cycle. With around 200 employees across Europe, in-house development and production, and a focus on practical implementation, the company has established itself as a reliable partner to the solar industry – throughout Germany and internationally, with the same commitment and promise: solar can count on us.",,Haag i. OB.,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SL-Rack-GmbH--131572,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131572
SLV GmbH,slv.de,+49 2451 4833-0,info@slv.de,"Daimlerstraße 21 - 23, 52531, Übach-Palenberg, Germany",Germany,Hall B6 | 685,,,Übach-Palenberg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SLV-GmbH--131176,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131176
Smalt,smalt.eu,,lilly.ostendorf@smalt.eu,"Veteranenstraße 12, 10119, Berlin, Germany",Germany,Hall B6 | 150,"smalt - das unsichtbare Backoffice für Handwerksbetriebe Wir übernehmen für Elektro- und SHK-Meisterbetriebe alles, was vor und neben der Baustelle passiert: Marketing, Auftragssuche, Angebote und Kundenmanagement bis zum Abschluss, plus die komplette Netzanmeldung. Ohne Fixkosten, ohne Softwarelizenz, ohne Eintrittsgebühr. Wir verdienen erst, wenn du verdienst. Der Auftrag fehlt selten am Können. Er fehlt an allem, was drumherum passiert: Aufträge kommen in Wellen, das Angebot liegt zehn Tage, bis es raus ist, und das Büro passiert nach Feierabend am Küchentisch. Genau da setzen wir an. WAS WIR ÜBERNEHMEN Marketing und Anfragen. Google, Meta und lokale Sichtbarkeit in deiner Region, Portale wie MyHammer und Check24, Empfehlungsgeschäft und Zugang zu vorverkauften Projekten. Wir bauen deine Website, dein Google-Profil und deine Präsenz vor Ort auf und sorgen dafür, dass du gefunden wirst, wenn jemand in deinem Umkreis sucht. Angebot bis Abschluss. Wir nehmen die Anrufe an, qualifizieren jede Anfrage per Telefon und WhatsApp und kalkulieren zu aktuellen Lieferantenpreisen. Das Angebot steht in Minuten statt in Tagen, beim Kunden ist es in unter 24 Stunden. Du gibst frei und wir schicken direkt raus. Nachgefasst wird systematisch, bis unterschrieben ist. Projekt und Kunde. Alle Projekte an einem Ort, auch mobil: Termine, Angebote, Freigaben und Kundenkommunikation laufen über unsere Plattform und unsere App. Dazu eine Liquiditätsübersicht, die zeigt, was gestellt ist, was offen ist und was reinkommt. Netzanmeldung. PV, Wallbox und Wärmepumpe: Antragstellung beim Netzbetreiber, technische Unterlagen, Rückfragen, Inbetriebnahme und Marktstammdatenregister. Ein eigenes Team macht bei uns nichts anderes. WIE DAS IN DER PRAXIS AUSSIEHT Ein Elektrobetrieb aus dem Taunus, zwei Mitarbeiter, kein eigenes Büro und kein Vertrieb: im Februar 2026 rund 800 Euro abgerechneter Monatsumsatz, im Juli 50k Euro. Bei den alltäglichen Elektro-Suchen ist der Betrieb heute im Umkreis von 30 Kilometern das erste Ergebnis bei Google. Getragen wird das nicht von gekauften Portal-Leads, sondern von Sichtbarkeit, die wir aufgebaut haben. Ein zweiter Partner, gestartet als Neugründung mit zwei Meistern, liegt im neunten Monat bei 150.00 Euro Monatsumsatz und beschäftigt heute acht Mitarbeiter ohne eigenes Backoffice und ohne eigenen Vertrieb. WAS ES KOSTET Ausschließlich eine Umsatzbeteiligung. Keine Eintrittsgebühr, keine Grundgebühr, keine Softwarelizenz. Der erste Monat ist gebührenfrei, die Probezeit beträgt drei Monate. Deine bestehenden Kunden kannst du ausnehmen, die Liste legen wir bei Vertragsschluss gemeinsam fest. FÜR WEN WIR ARBEITEN Für Meisterbetriebe im Elektro- und SHK-Handwerk, die wachsen wollen und dafür keine zusätzliche Bürokraft einstellen möchten: vom Ein-Mann-Betrieb bis zum Team von zehn Leuten. Ebenso für Meister, die sich gerade selbstständig machen: Für Neugründungen gibt es unseren Leitfaden für Anmeldungen, Versicherungen und Finanzplan. WER HINTER SMALT STEHT smalt ist kein Callcenter und keine Agentur. Hinter uns stehen Menschen, die selbst Betriebe geführt und selbst auf der Baustelle gestanden haben, zusammen mit einem eigenen Produkt- und Technikteam. Rund 20 Mitarbeitende arbeiten für unsere Partnerbetriebe, zehn davon an der Plattform. Aktuell betreuen wir 20 Partnerbetriebe unter Vertrag. BESUCH AM STAND Bring zehn Minuten Zeit mit und wir zeigen dir an einem echten Projekt, wie eine Anfrage bei uns durchläuft: von der ersten Meldung über das fertige Angebot und die Rechnungsstellung. Wenn es passt, vereinbaren wir direkt am Stand ein Gespräch. smalt.eu",,Berlin,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Smalt--155745,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,155745
Smart-Red GmbH,smartred.de,+49 7348 9870510,info@smartred.de,"Dieselstraße 17, 89160, Dornstadt, Germany",Germany,Hall B2 Ground floor | 203,,,Dornstadt,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Smart-Red-GmbH--131442,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131442
smarterion ag,luxkit.com,+41 815112139,rbonderer@smarterion.ch,"Zeughausstrasse 10, 8887, Mels, Switzerland",Switzerland,Hall B6 | 388,"smarterion is a Swiss lighting manufacturer and the producer of the luxKIT linear LED modular system. In addition to luxKIT, smarterion also manufactures other standard and custom lighting fixtures. We are distinguished by our deep vertical integration—from the production of mechanical components using state-of-the-art machinery to the encapsulation of LED modules and semi-automated manufacturing. Clever connection and wiring solutions for LED profiles (luxKIT) Delicate ring lights (smartBULK) In-house developed LED profile solutions OEM manufacturing to specification Development and manufacture of custom lighting fixtures",,Mels,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--smarterion-ag--131589,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131589
smartVOS,smartvos.de,+49 4644 9589060,kontakt@smartvos.de,"Dorfstraße 12, 24398, Dörphof, Germany",Germany,Hall B2 Ground floor | 105a,,,Dörphof,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--smartVOS--156493,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,156493
Smedbo GmbH,smedbo.com,+49 4102 2208-0,info@smedbo.de,"Südring 5, 21465, Wentorf, Germany",Germany,Hall B6 | 752,,,Wentorf,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Smedbo-GmbH--131621,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131621
Softing IT Networks GmbH,itnetworks.softing.com,+49 89 45656-660,info.itnetworks@softing.com,"Richard-Reitzner-Allee 6, 85540, Haar, Germany",Germany,Hall B7 | 440,"Softing IT Networks, formerly Psiber Data, was founded in 2003 and has been part of Softing AG since 2014. Softing IT Networks is a manufacturer of top-level electronic measurement devices for performance qualification, certification and documentation of complex IT cabling systems. The handy and easy-to-use devices are extremely robust and deliver highly accurate measurement results. This makes the measuring devices ideally suited for locating and detecting faults. Softing IT Networks is also involved in the development of technological standards and norms and thus always has its finger on the pulse. In addition to its position as a technology pioneer in the field of measurement technology for IT cabling, the company is characterized by its fair pricing policy. The WireXpert series, for example, offers customer-friendly investment protection. This means that the customer can enter the device family at a reasonable price and upgrade easily as his requirements grow. This eliminates the need to purchase a new device. This flexibility is only available from Softing IT Networks. Whether for buildings, for data centers, for industrial environments or for the automotive industry: with the professional devices for measurement technology from Softing IT Networks, the performance of data communication is established and subsequently ensured through faster and more secure connections, over the entire life cycle of the network. Softing IT Networks attaches great importance to personal and competent consulting. For questions regarding all devices, customers receive assistance from the technicians at the company's headquarters in Haar near Munich. Further information on products, services and sales of Softing IT Networks: itnetworks.softing.com",,Haar,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Softing-IT-Networks-GmbH--131148,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131148
SOLARFOCUS GMBH,solarfocus.at,+43 7252 50002-0,office@solarfocus.at,"Werkstraße 1, 4451, St. Ulrich bei Steyr, Austria",Austria,Hall A1 | 315,,,St. Ulrich bei Steyr,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SOLARFOCUS-GMBH--131266,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131266
SOLARWATT GmbH,solarwatt.de,+49 351 8895-0,info@solarwatt.com,"Maria-Reiche-Straße 2 a, 01109, Dresden, Germany",Germany,Hall B2 Ground floor | 315,"A pioneer in the solar industry Founded in 1993, Solarwatt GmbH is one of Germany’s solar pioneers and a trailblazer in the efficient self-supply of solar power, sustainable heating and electric mobility. The company offers homeowners and commercial property owners photovoltaic systems, heat pumps and electric car charging solutions as part of a comprehensive system. Solarwatt covers the entire chain, from component production through to the planning and installation of the PV system, right through to support and maintenance at its own and hundreds of partner sites across Germany. Stefan Quandt has been Solarwatt’s majority shareholder since early 2013; he has been involved with the company since 1998.",,Dresden,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SOLARWATT-GmbH--134897,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,134897
Solplanet - AISWEI GmbH,premium-leaders.club,,jan.lambrecht@solplanet.net,"Welserstraße 5, 51149, Köln, Germany",Germany,Hall B2 Ground floor | 110,,,Köln,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Solplanet-AISWEI-GmbH--141482,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,141482
SOLVIS GmbH,solvis.de,+49 531 28904-0,info@solvis.de,"Grotrian-Steinweg-Straße 12, 38112, Braunschweig, Germany",Germany,Hall A4 | 541,"SOLVIS – System solutions for the heating transition SOLVIS has been developing innovative heating systems based on renewable energy sources since 1988. The focus is on efficient heat storage, intelligent system integration and maximum energy independence. Today, the company is one of Europe’s leading technology providers. Numerous products have received accolades and won multiple awards. Production takes place at the Braunschweig site – in Europe’s first zero-emissions factory. SOLVIS is characterised by its systematic approach: all solutions are modular in design, can be flexibly expanded and are designed for long-term use. This results in heating systems that sustainably combine environmental friendliness and cost-effectiveness.",,Braunschweig,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SOLVIS-GmbH--153360,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,153360
SOLYCO Solar AG,solyco.com,+49 30 40361942,info@solyco.com,"Flughafen Tegel 1, 13405, Berlin, Germany",Germany,Hall B3 Ground floor | 201,"The SOLYCO team has been active in the photovoltaic industry since 1996. We offer innovative and aesthetic solar modules and systems for residential and commercial buildings on the German and European markets. This is made possible by our team of experts and scientists, who have been pioneers in the field of solar module technology for many years. Our customers value us as a competent and reliable supplier of high-quality, long-lasting photovoltaic products.",,Berlin,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SOLYCO-Solar-AG--153357,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,153357
