s_no,event_name,domain,website_url,start_date,end_date,venue,hall,city,country,instagram_url,event_page_url
4933,Intergastra 2028,messe-stuttgart.de,https://www.messe-stuttgart.de/intergastra/,2028-02-12,2028-02-16,Stuttgart Exhibition Center,,Stuttgart,Germany,,https://expomap.ru/en/expo/intergastra/
4934,Singapore Airshow 2028,singaporeairshow.com,http://www.singaporeairshow.com,2028-02-15,2028-02-20,Changi Exhibition Centre,,Singapore,Singapore,,https://expomap.ru/en/expo/singapore-airshow/
4935,Italia Legno Energia 2028,italialegnoenergia.it,http://www.italialegnoenergia.it/,2028-02-23,2028-02-26,,,Verona,Italy,,https://expomap.ru/en/expo/italia-legno-energia/
4936,Progetto Fuoco 2028,progettofuoco.com,http://www.progettofuoco.com,2028-02-23,2028-02-26,Verona Exhibition Centre,,Verona,Italy,,https://expomap.ru/en/expo/progetto-fuoco/
4937,Fish International 2028,fishinternational.de,http://fishinternational.de/en,2028-02-27,2028-02-29,Bremen Exhibition Center,,Bremen,Germany,,https://expomap.ru/en/expo/fish-international/
4938,Aqua-Therm Praha 2027,aquatherm-praha.com,http://www.aquatherm-praha.com/,2028-02-29,2028-03-03,PVA Letnany,,Prague,Czech Republic,,https://expomap.ru/en/expo/aqua-therm-praha/
4939,Light + Building 2028,light-building.messefrankfurt.com,http://light-building.messefrankfurt.com/,2028-03-05,2028-03-10,Frankfurt Exhibition Center,,Frankfurt/Main,Germany,,https://expomap.ru/en/expo/light-building/
4940,The Hair Project 2028,thehairproject.eu,http://www.thehairproject.eu/,2028-03-05,2028-03-06,Kortrijk Xpo,,Kortrijk,Belgium,,https://expomap.ru/en/expo/the-hair-project/
4941,International Hardware Fair Cologne 2028,eisenwarenmesse.com,https://www.eisenwarenmesse.com/,2028-03-07,2028-03-10,Cologne Exhibition Center,,Cologne,Germany,,https://expomap.ru/en/expo/international-eisenwarenmesse-koeln/
4942,International Hardware Fair Cologne 2028,eisenwarenmesse.com,https://www.eisenwarenmesse.com/,2028-03-07,2028-03-10,Cologne Exhibition Center,,Cologne,Germany,,https://expomap.ru/en/expo/international-hardware-fair-cologne-eisenwarenmesse/
4943,Intertraffic Amsterdam 2028,intertraffic.com,https://www.intertraffic.com/amsterdam,2028-03-07,2028-03-10,Amsterdam RAI,,Amsterdam,Netherlands,,https://expomap.ru/en/expo/intertraffic-amsterdam/
4944,Expocomfort Exhibition and Conference (MCE) 2028,mcexpocomfort.it,http://www.mcexpocomfort.it/,2028-03-07,2028-03-10,fieramilano,,Milan,Italy,,https://expomap.ru/en/expo/mostra-convegno-expocomfort-mce/
4945,Propak Africa Expo 2028,propakafrica.co.za,https://www.propakafrica.co.za/,2028-03-07,2028-03-10,Expo Centre Johannesburg,,Johannesburg,South Africa,,https://expomap.ru/en/expo/propak-africa-expo/
4946,Dental Expo 2028,dentalexpo.nl,https://www.dentalexpo.nl/,2028-03-09,2028-03-11,Evenementenhal Gorinchem,,Gorinchem,Netherlands,,https://expomap.ru/en/expo/dental-expo/
4947,Esef 2028,jaarbeurs.nl,http://www.jaarbeurs.nl/agenda/esef-maakindustrie-2024,2028-03-14,2028-03-17,Jaarbeurs Utrecht,,Utrecht,Netherlands,,https://expomap.ru/en/expo/esef/
4948,MercoAgro 2028,mercoagro.com.br,http://www.mercoagro.com.br,2028-03-14,2028-03-16,Parque da Efapi,,Chapeco,Brazil,,https://expomap.ru/en/expo/mercoagro/
4949,Oceanology International (OI) London 2028,oceanologyinternational.com,https://www.oceanologyinternational.com/london/en-gb.html,2028-03-14,2028-03-16,ExCeL,,London,United Kingdom,,https://expomap.ru/en/expo/oceanology-international-oi-london/
4950,Sustainable Maintenance 2028,underhall.se,http://www.underhall.se/en,2028-03-14,2028-03-17,Swedish Exhibition and Congress Centre,,Gothenburg,Sweden,,https://expomap.ru/en/expo/sustainable-maintenance/2028/mar/
4951,Underhall 2028,en.underhall.se,https://en.underhall.se/,2028-03-14,2028-03-17,Swedish Exhibition and Congress Centre,,Gothenburg,Sweden,,https://expomap.ru/en/expo/underhall/
4952,VICTAM & Animal Health & Nutrition Asia 2028,victamasia.com,https://victamasia.com/?v=1,2028-03-14,2028-03-16,Bangkok International Trade & Exhibition Centre (BITEC),,Bangkok,Thailand,,https://expomap.ru/en/expo/victam-animal-health-nutrition-asia/
4953,Gastro Helsinki 2028,gastro.fi,http://www.gastro.fi,2028-03-15,2028-03-16,Helsinki Fair Centre,,Helsinki,Finland,,https://expomap.ru/en/expo/gastro-helsinki/
4954,PacTec 2028,pfsptec.messukeskus.com,https://pfsptec.messukeskus.com/?lang=en,2028-03-15,2028-03-16,Helsinki Fair Centre,,Helsinki,Finland,,https://expomap.ru/en/expo/pactec/
4955,Alimentaria 2028,alimentaria.com,https://www.alimentaria.com/en/,2028-03-20,2028-03-23,Fira de Barcelona Gran Via,,Barcelona,Spain,,https://expomap.ru/en/expo/alimentaria/
4956,Hostelco 2028,hostelco.com,http://www.hostelco.com/en/home,2028-03-20,2028-03-23,Fira de Barcelona Gran Via,,Barcelona,Spain,,https://expomap.ru/en/expo/hostelco/
4957,Eurocoat 2028,eurocoat-expo.com,http://www.eurocoat-expo.com,2028-03-21,2028-03-23,"Paris Exhibition Centre, Versailles Gate",,Paris,France,,https://expomap.ru/en/expo/eurocoat/
4958,SHK Essen 2028,shkessen.de,https://www.shkessen.de/sectoral-meeting-place/,2028-03-21,2028-03-24,Essen Exhibition Center,,Essen,Germany,,https://expomap.ru/en/expo/shk-essen/
4959,Autotechnica 2028,autotechnica.be,http://www.autotechnica.be,2028-03-26,2028-03-28,Brussels Exhibition Centre,,Brussels,Belgium,,https://expomap.ru/en/expo/autotechnica/
4960,Foodexpo 2028,uk.foodexpo.dk,http://www.uk.foodexpo.dk,2028-03-26,2028-03-28,MCH Herning Exhibition Center,,Herning,Denmark,,https://expomap.ru/en/expo/foodexpo/
4961,DIMDEX 2028,dimdex.com,https://dimdex.com/,2028-03-27,2028-03-30,Qatar National Convention Centre,,Doha,Qatar,,https://expomap.ru/en/expo/dimdex/
4962,Fensterbau Frontale 2028,frontale.de,http://www.frontale.de/en,2028-03-28,2028-03-31,Exhibition Centre Nuremberg,,Nuremberg,Germany,,https://expomap.ru/en/expo/fensterbau-frontale/
4963,Holz-Handwerk 2028,holz-handwerk.de,https://www.holz-handwerk.de/,2028-03-28,2028-03-31,Nuremberg Trade Fair,,Nuremberg,Germany,,https://expomap.ru/en/expo/holz-handwerk/
4964,Atlantic Heavy Equipment Show 2028,ahes.ca,http://www.ahes.ca,2028-03-29,2028-03-30,Moncton Coliseum Complex,,Moncton,Canada,,https://expomap.ru/en/expo/atlantic-heavy-equipment-show/
4965,"Food, Hospitaly & Tecnology Bali (FHTB) 2028",fhtbali.com,https://fhtbali.com/,2028-03-30,2028-04-01,Bali Nusa Dua Convention Centre,,Bali,Indonesia,,https://expomap.ru/en/expo/food-hospitaly-tecnology-bali-fhtb/
4966,bauma 2028,bauma.de,http://www.bauma.de/,2028-04-03,2028-04-09,Munich Exhibition Center,,Munich,Germany,,https://expomap.ru/en/expo/bauma/
4967,Mach 2028,machexhibition.com,https://www.machexhibition.com/,2028-04-03,2028-04-07,National Exhibition Centre (NEC),,Birmingham,United Kingdom,,https://expomap.ru/en/expo/mach/
4968,Tube 2028,tube.de,http://www.tube.de,2028-04-03,2028-04-07,Dusseldorf Exhibition Center,,Dusseldorf,Germany,,https://expomap.ru/en/expo/tube/
4969,AsiaWater 2028,asiawater.org,https://www.asiawater.org/,2028-04-04,2028-04-06,Kuala Lumpur Convention Centre,,Kuala Lumpur,Malaysia,,https://expomap.ru/en/expo/asiawater/
4970,Bus2Bus 2028,bus2bus.berlin,https://www.bus2bus.berlin/,2028-04-04,2028-04-06,Berlin Exhibition Center,,Berlin,Germany,,https://expomap.ru/en/expo/bus2bus/
4971,Infosecurity Middle East 2028,isnrabudhabi.com,http://www.isnrabudhabi.com,2028-04-04,2028-04-06,Abu-Dhabi National Exhibition Center - ADNEC,,Abu Dhabi,United Arab Emirates,,https://expomap.ru/en/expo/infosecurity-middle-east/
4972,Interclean Amsterdam 2026,intercleanshow.com,https://www.intercleanshow.com/amsterdam/,2028-04-04,2028-04-07,Amsterdam RAI,,Amsterdam,Netherlands,,https://expomap.ru/en/expo/interclean-amsterdam/
4973,Siams 2028,siams.ch,http://www.siams.ch/Infos-pratiques,2028-04-04,2028-04-07,Forum de l'Arc,,Moutier,Switzerland,,https://expomap.ru/en/expo/siams/
4974,SupplySide Connect New Jersey 2028,newjersey.supplysideconnect.com,https://newjersey.supplysideconnect.com/en/home.html,2028-04-04,2028-04-05,Meadowlands Exposition Center,,Secaucus,United States,,https://expomap.ru/en/expo/supplyside-connect-new-jersey/
4975,Techtextil Frankfurt 2028,techtextil.messefrankfurt.com,http://techtextil.messefrankfurt.com/,2028-04-04,2028-04-07,Frankfurt Exhibition Center,,Frankfurt/Main,Germany,,https://expomap.ru/en/expo/techtextil-frankfurt/
4976,Texprocess 2028,texprocess.messefrankfurt.com,https://texprocess.messefrankfurt.com/frankfurt/en.html,2028-04-04,2028-04-07,Frankfurt Exhibition Center,,Frankfurt/Main,Germany,,https://expomap.ru/en/expo/texprocess/
4977,Elektronik Goteborg 2028,elektronikmassan.se,https://www.elektronikmassan.se/,2028-04-05,2028-04-06,Aby Arena,,Stockholm,Sweden,,https://expomap.ru/en/expo/elektronik-goteborg/
4978,MTX 2028,milipolasiapacific.com,http://www.milipolasiapacific.com,2028-04-05,2028-04-07,Marina Bay Sands,,Singapore,Singapore,,https://expomap.ru/en/expo/mtx/
4979,Panel & Engineered Lumber International Conference & Expo (PELICE) 2028,pelice-expo.com,http://pelice-expo.com/,2028-04-06,2028-04-07,Grand Ballroom North of the Omni Atlanta Hotel,,Atlanta,United States,,https://expomap.ru/en/expo/panel-engineered-lumber-international-conference-expo-pelice/
4980,Empack Den Bosh Gorinchem 2028,empack.nl,https://www.empack.nl/,2028-04-11,2028-04-13,Evenementenhal Gorinchem,,Gorinchem,Netherlands,,https://expomap.ru/en/expo/empack-den-bosh-gorinchem/
4981,Lab Indonesia 2028,lab-indo.com,http://lab-indo.com/,2028-04-11,2028-04-13,Jakarta International Expo (JIExpo),,Jakarta,Indonesia,,https://expomap.ru/en/expo/lab-indonesia/
4982,Public Library Association (PLA) Conference 2028,placonference.org,http://www.placonference.org,2028-04-13,2028-04-15,Greater Columbus Convention Center,,San Francisco,United States,,https://expomap.ru/en/expo/public-library-association-pla-conference/
4983,DSA 2028,dsaexhibition.com,https://www.dsaexhibition.com/,2028-04-17,2028-04-20,MITEC,,Kuala Lumpur,Malaysia,,https://expomap.ru/en/expo/dsa/
4984,IM Engineering South 2028,imengineeringsouth.com,http://www.imengineeringsouth.com/en/home.html,2028-04-19,2028-04-20,Charlotte Convention Center,,Charlotte,United States,,https://expomap.ru/en/expo/im-engineering-south/
4985,IDEM Singapore 2028,idem-singapore.com,https://www.idem-singapore.com/,2028-04-21,2028-04-23,Singapore Expo,,Singapore,Singapore,,https://expomap.ru/en/expo/idem-singapore/
4986,Expooptica 2028,ifema.es,https://www.ifema.es/expooptica,2028-04-23,2028-04-25,Madrid Fairgrounds,,Madrid,Spain,,https://expomap.ru/en/expo/expooptica/
4987,Ceramitec 2028,ceramitec.com,https://ceramitec.com/en/browser-out-of-date.html?utm_source=www.ceramitec.de&utm_medium=redirect&utm_campaign=redirect,2028-04-25,2028-04-27,Munich Exhibition Center,,Munich,Germany,,https://expomap.ru/en/expo/ceramitec/
4988,Ifh / Intherm 2028,ifh-intherm.de,http://www.ifh-intherm.de/en,2028-04-25,2028-04-28,Exhibition Centre Nuremberg,,Nuremberg,Germany,,https://expomap.ru/en/expo/ifh-intherm/
4989,Intertool 2028,intertool.at,https://www.intertool.at/,2028-04-25,2028-04-28,Wels Exhibition Center,,Wels,Austria,,https://expomap.ru/en/expo/intertool/
4990,Nordbygg 2028,nordbygg.se,https://www.nordbygg.se/,2028-04-25,2028-04-28,Stockholm International Fairs,,Stockholm,Sweden,,https://expomap.ru/en/expo/nordbygg/
4991,PaintExpo 2026,paintexpo.de,https://www.paintexpo.de/en/,2028-04-25,2028-04-28,Karlsruhe Exhibition Center,,Karlsruhe,Germany,,https://expomap.ru/en/expo/paintexpo/
4992,Schweissen 2028,schweissen.at,http://www.schweissen.at,2028-04-25,2028-04-28,,,Wels,Austria,,https://expomap.ru/en/expo/schweissen/
4993,Medtec Germany 2028,medteceurope.com,http://www.medteceurope.com/europe,2028-05-02,2028-05-04,Stuttgart,,Stuttgart,Germany,,https://expomap.ru/en/expo/medtec-germany/
4994,Expocobre 2028,expocobre.com,http://expocobre.com,2028-05-03,2028-05-05,Jockey Exhibition Center,,Lima,Peru,,https://expomap.ru/en/expo/expocobre/
4995,Meet Show 2028,meetshow.ca,http://www.meetshow.ca,2028-05-03,2028-05-04,Moncton Coliseum Complex,,Moncton,Canada,,https://expomap.ru/en/expo/meet-show/
4996,Sachsenback 2028,sachsenback.de,http://www.sachsenback.de,2028-05-06,2028-05-08,,,Dresden,Germany,,https://expomap.ru/en/expo/sachsenback/
4997,Drupa 2028,drupa.com,https://www.drupa.com/,2028-05-09,2028-05-17,Dusseldorf Exhibition Center,,Dusseldorf,Germany,,https://expomap.ru/en/expo/drupa/2028/may/
4998,Feimec 2028,feimec.com.br,http://www.feimec.com.br/en/home.html,2028-05-09,2028-05-13,Sao Paulo Expo Exhibition & Convention Center,,Sao Paulo,Brazil,,https://expomap.ru/en/expo/feimec/
4999,Optatec 2028,optatec-messe.de,https://www.optatec-messe.de/en/,2028-05-09,2028-05-11,Frankfurt Exhibition Center,,Frankfurt/Main,Germany,,https://expomap.ru/en/expo/optatec/
5000,Advanced Manufacturing - Belgium 2028,advanced-manufacturing.be,http://www.advanced-manufacturing.be/fr,2028-05-10,2028-05-11,Bouwcentrum Antwerpen - Antwerp Expo,,Antwerp,Belgium,,https://expomap.ru/en/expo/advanced-manufacturing-belgium/
5001,Integra Fair 2028,expolead.ru,https://expolead.ru/info-partner,2028-05-10,2028-05-12,Wels Exhibition Center,,Wels,Austria,,https://expomap.ru/en/expo/messe-integra/
5002,IFFA 2028,iffa.de,http://www.iffa.de,2028-05-13,2028-05-18,Frankfurt Exhibition Center,,Frankfurt/Main,Germany,,https://expomap.ru/en/expo/iffa/
5003,Grinding Hub 2028,grindinghub.de,http://www.grindinghub.de/en,2028-05-16,2028-05-19,New Stuttgart Trade Fair Centre,,Stuttgart,Germany,,https://expomap.ru/en/expo/grinding-hub/
5004,OTWorld 2028,ot-world.com,https://www.ot-world.com/,2028-05-16,2028-05-19,Leipzig Exhibition Center,,Leipzig,Germany,,https://expomap.ru/en/expo/otworld/
5005,Pflege Plus 2028,messe-stuttgart.de,https://www.messe-stuttgart.de/pflege/,2028-05-16,2028-05-18,Stuttgart Exhibition Center,,Stuttgart,Germany,,https://expomap.ru/en/expo/pflege-plus/
5006,Rotortech 2028,rotortech.com.au,https://www.rotortech.com.au/,2028-05-16,2028-05-18,RACV Royal Pines Resort,,Gold Coast,Australia,,https://expomap.ru/en/expo/rotortech/
5007,UNITI expo 2028,uniti-expo.de,https://www.uniti-expo.de/,2028-05-16,2028-05-18,Stuttgart Exhibition Center,,Stuttgart,Germany,,https://expomap.ru/en/expo/uniti-expo/
5008,Fi Vietnam 2028,figlobal.com,https://www.figlobal.com/vietnam/en/home.html,2028-05-17,2028-05-19,Saigon Exhibition & Convention Center,,Ho Chi Minh City,Vietnam,,https://expomap.ru/en/expo/fi-vietnam/
5009,Ila 2028,expolead.ru,https://expolead.ru/info-partner,2028-05-17,2028-05-21,Berlin exhibition grounds,,Berlin,Germany,,https://expomap.ru/en/expo/ila/
5010,Heat Exchanger World Europe Conference & Exhibition 2028,heat-exchanger-world-europe.com,http://heat-exchanger-world-europe.com,2028-05-23,2028-05-24,Ahoy Rotterdam,,Rotterdam,Netherlands,,https://expomap.ru/en/expo/heat-exchanger-world-europe-conference-exhibition/
5011,Interzoo 2028,interzoo.com,https://www.interzoo.com/,2028-05-23,2028-05-26,Nuremberg Trade Fair,,Nuremberg,Germany,,https://expomap.ru/en/expo/interzoo/
5012,Seguritec Peru 2028,thaiscorp.com,https://www.thaiscorp.com/seguritec/,2028-05-24,2028-05-26,Jockey Plaza Convention Center,,Lima,Peru,,https://expomap.ru/en/expo/seguritec-peru/
5013,Hamburg YachtFestival 2028,yachtfestival.de,https://www.yachtfestival.de/en/,2028-05-28,2028-05-30,,,Hamburg,Germany,,https://expomap.ru/en/expo/hamburg-yachtfestival/
5014,IFAT 2028,ifat.de,https://www.ifat.de/de/,2028-05-29,2028-06-01,Munich Exhibition Center,,Munich,Germany,,https://expomap.ru/en/expo/ifat/
5015,Intralogistica Italia 2028,intralogistica-italia.com,http://intralogistica-italia.com/,2028-05-29,2028-06-01,fieramilano,,Milan,Italy,,https://expomap.ru/en/expo/intralogistica-italia/2028/may/
5016,Ipack-Ima 2028,ipackima.com,http://www.ipackima.com,2028-05-29,2028-06-01,"Milan Exhibition Center, Rho",,Milan,Italy,,https://expomap.ru/en/expo/ipack-ima/
5017,Pharmintech 2028,pharmintech.it,https://www.pharmintech.it/en,2028-05-29,2028-06-01,fieramilano,,Milan,Italy,,https://expomap.ru/en/expo/pharmintech/
5018,Euro Mine Expo 2028,euromineexpo.com,https://www.euromineexpo.com/,2028-05-30,2028-06-01,Skelleftea Kraft Arena,,Skelleftea,Sweden,,https://expomap.ru/en/expo/euro-mine-expo/
5019,Frigair Expo 2028,frigairexpo.co.za,http://www.frigairexpo.co.za,2028-05-30,2028-06-01,Gallagher Convention Centre,,Johannesburg,South Africa,,https://expomap.ru/en/expo/frigair-expo/
5020,Horti & Agri Vietnam 2028,hortiandagriasia.com,http://hortiandagriasia.com/hortiandagrivietnam,2028-05-31,2028-06-02,Saigon Exhibition & Convention Center - SECC,,Ho Chi Minh City,Vietnam,,https://expomap.ru/en/expo/horti-agri-vietnam/
5021,ILDEX Vietnam 2028,ildex-vietnam.com,https://www.ildex-vietnam.com/,2028-05-31,2028-06-02,Saigon Exhibition & Convention Center,,Ho Chi Minh City,Vietnam,,https://expomap.ru/en/expo/ildex-vietnam/
5022,Posidonia 2028,expolead.ru,https://expolead.ru/info-partner,2028-06-05,2028-06-09,,,Athens,Greece,,https://expomap.ru/en/expo/posidonia/
5023,Cheese and Dairy Products Show Summer 2028,expolead.ru,https://expolead.ru/info-partner,2028-06-11,2028-06-13,"Paris Exhibition Centre, Versailles Gate",,Paris,France,,https://expomap.ru/en/expo/salon-du-fromage-et-des-produits-laitiers/
5024,Jas La Rochelle 2028,expolead.ru,https://expolead.ru/info-partner,2028-06-14,2028-06-15,Espace Encan,,La Rochelle,France,,https://expomap.ru/en/expo/jas-la-rochelle/
5025,SurfaceTechnology Germany 2028,surface-technology-germany.de,https://www.surface-technology-germany.de/en/,2028-06-20,2028-06-22,Stuttgart Exhibition Center,,Stuttgart,Germany,,https://expomap.ru/en/expo/surfacetechnology-germany/
5026,Africa Rail 2026,terrapinn.com,https://www.terrapinn.com/exhibition/africa-rail/,2028-06-27,2028-06-28,Sandton Convention Centre,,Johannesburg,South Africa,,https://expomap.ru/en/expo/africa-rail/
5027,Asian Machine Tool Exhibition (AMTEX) 2026,amtex-expo.com,https://www.amtex-expo.com/en-gb.html,2028-07-21,2028-07-24,India Expo Centre and Mart,,Noida,India,,https://expomap.ru/en/expo/asian-machine-tool-exhibition-amtex/
5028,Drinktec 2028,drinktec.com,http://www.drinktec.com/en-US/home,2028-09-11,2028-09-15,Munich Trade Fair Grounds,,Munich,Germany,,https://expomap.ru/en/expo/drinktec/
5029,Minexpo International 2028,minexpo.com,http://www.minexpo.com,2028-09-26,2028-09-28,Las Vegas Convention Center,,Las Vegas,United States,,https://expomap.ru/en/expo/minexpo-international/
5030,Super Corr Expo 2028,supercorrexpo.org,https://www.supercorrexpo.org/,2028-10-08,2028-10-12,Orange County Convention Center,,Orlando,United States,,https://expomap.ru/en/expo/super-corr-expo/
5031,K 2028,k-online.de,http://www.k-online.de/,2028-10-18,2028-10-25,Dusseldorf Exhibition Center,,Dusseldorf,Germany,,https://expomap.ru/en/expo/k/
5032,Texcare International 2028,texcare.messefrankfurt.com,https://texcare.messefrankfurt.com/frankfurt/en.html,2028-11-08,2028-11-11,Frankfurt Exhibition Center,,Frankfurt/Main,Germany,,https://expomap.ru/en/expo/texcare-international/
5033,Austro Agrar Tulln 2028,messe-tulln.at,http://www.messe-tulln.at/messe-kalender,2028-11-22,2028-11-25,Tulln Exhibition Center,,Tulln,Austria,,https://expomap.ru/en/expo/austro-agrar-tulln/
5034,Car Fair 2027,en.automassan.se,http://en.automassan.se,2029-01-17,2029-01-20,Swedish Exhibition and Congress Centre,,Gothenburg,Sweden,,https://expomap.ru/en/expo/auto-massan/
5035,ConexpoCon/AGG 2029,conexpoconagg.com,http://www.conexpoconagg.com/,2029-03-13,2029-03-17,Las Vegas Convention Center,,Las Vegas,United States,,https://expomap.ru/en/expo/conexpoconagg/
5036,SaMoTer 2029,samoter.it,http://www.samoter.it/,2029-05-09,2029-05-12,Veronafiere,,Verona,Italy,,https://expomap.ru/en/expo/samoter/
5037,Index Geneva 2029,indexnonwovens.com,https://www.indexnonwovens.com/en/,2029-05-15,2029-05-18,Palexpo,,Geneva,Switzerland,,https://expomap.ru/en/expo/index-geneva/
5038,Interplas 2029,expolead.ru,https://expolead.ru/info-partner,2029-06-05,2029-06-07,National Exhibition Centre (NEC),,Birmingham,United Kingdom,,https://expomap.ru/en/expo/interplas/
