exhibitor_name,domain,contact_number,mail,location,country,company_name,booth,description,city,linkedin_url
Jiksak Bioengineering,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Jiksak Bioengineering,A-06,Exhibitor in BioJapan,Yokohama,
"Jmab therapeutics, inc.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Jmab therapeutics, inc.",V-58,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
JMS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,JMS,D-43,Exhibitor in BioJapan,Yokohama,
JNC,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,JNC,C-78,Exhibitor in BioJapan,Yokohama,
Johnson & Johnson,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Johnson & Johnson,PTR-08,Exhibitor in BioJapan,Yokohama,
JOINN Laboratories (China),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,JOINN Laboratories (China),,Exhibitor in BioJapan,Yokohama,
JSPS KAKENHI,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,JSPS KAKENHI,A-15,Exhibitor in BioJapan,Yokohama,
Jumonji University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Jumonji University,A-15,Exhibitor in BioJapan,Yokohama,
Juntendo University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Juntendo University,V‐33,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
"K Pharma, Inc.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"K Pharma, Inc.",V-50,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
K-Startup@bio.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,K-Startup@bio.,B-20,Exhibitor in BioJapan,Yokohama,
K.K. NEWSIGHT TECH ANGELS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,K.K. NEWSIGHT TECH ANGELS,B-38,Exhibitor in BioJapan,Yokohama,
Kagawa University [NINEJP],,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kagawa University [NINEJP],,Exhibitor in BioJapan,Yokohama,
KAGOSHIMA UNIVERSITY,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,KAGOSHIMA UNIVERSITY,A-45,Exhibitor in BioJapan,Yokohama,
KAICO,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,KAICO,A-13,Exhibitor in BioJapan,Yokohama,
KAJIMA,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,KAJIMA,B-72,Exhibitor in BioJapan,Yokohama,
Kamui Pharma,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kamui Pharma,B-44,Exhibitor in BioJapan,Yokohama,
Kanagawa Prefectural Government,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kanagawa Prefectural Government,D-107,Exhibitor in BioJapan,Yokohama,
Kanai Juyo Kogyo,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kanai Juyo Kogyo,B-48,Exhibitor in BioJapan,Yokohama,
Kanazawa Medical University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kanazawa Medical University,D-47,Exhibitor in BioJapan,Yokohama,
Kanazawa University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kanazawa University,,Exhibitor in BioJapan,Yokohama,
Kaneka,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kaneka,C-34,Exhibitor in BioJapan,Yokohama,
KANEKA EUROGENTEC,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,KANEKA EUROGENTEC,C-35,Exhibitor in BioJapan,Yokohama,
Kansai Medical University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kansai Medical University,B-04,Exhibitor in BioJapan,Yokohama,
KANTO CHEMICAL,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,KANTO CHEMICAL,C-62,Exhibitor in BioJapan,Yokohama,
Kao Corporation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kao Corporation,C-10,Exhibitor in BioJapan,Yokohama,
KATAYAMA CHEMICAL INDUSTRIES,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,KATAYAMA CHEMICAL INDUSTRIES,A-01,Exhibitor in BioJapan,Yokohama,
Kawamura International,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kawamura International,B-63,Exhibitor in BioJapan,Yokohama,
Kawasaki Institute of Industrial Promotion,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kawasaki Institute of Industrial Promotion,B-05,Exhibitor in BioJapan,Yokohama,
Kawasaki Medical School,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kawasaki Medical School,B-04,Exhibitor in BioJapan,Yokohama,
KBI Biopharma Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,KBI Biopharma Japan,D-16,Exhibitor in BioJapan,Yokohama,
Keihika [NINEJP],,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Keihika [NINEJP],,Exhibitor in BioJapan,Yokohama,
"Keio Innovation Initiative, Inc.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Keio Innovation Initiative, Inc.",V-25,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Keio University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Keio University,,Exhibitor in BioJapan,Yokohama,
KH Neochem,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,KH Neochem,D-87,Exhibitor in BioJapan,Yokohama,
KIHARA Memorial Yokohama Foundation for the Advancement of Life Sciences,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,KIHARA Memorial Yokohama Foundation for the Advancement of Life Sciences,B-05,Exhibitor in BioJapan,Yokohama,
KinCon biolabs,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,KinCon biolabs,,Exhibitor in BioJapan,Yokohama,
Kindai University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kindai University,,Exhibitor in BioJapan,Yokohama,
KNC Laboratories,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,KNC Laboratories,A-01,Exhibitor in BioJapan,Yokohama,
KOBE Biomedical Innovation Cluster,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,KOBE Biomedical Innovation Cluster,C-34,Exhibitor in BioJapan,Yokohama,
Kobe Gakuin University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kobe Gakuin University,A-39,Exhibitor in BioJapan,Yokohama,
Kobe University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kobe University,A-32,Exhibitor in BioJapan,Yokohama,
Kobe University Hospital,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kobe University Hospital,V‐33,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Kochi University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kochi University,A-65,Exhibitor in BioJapan,Yokohama,
Konan Chemical Industry,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Konan Chemical Industry,A-03,Exhibitor in BioJapan,Yokohama,
Korea Institute of Toxicology,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Korea Institute of Toxicology,B-20,Exhibitor in BioJapan,Yokohama,
Korea SMEs and Startups Agency,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Korea SMEs and Startups Agency,B-20,Exhibitor in BioJapan,Yokohama,
Korea Techno Venture,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Korea Techno Venture,A-18,Exhibitor in BioJapan,Yokohama,
Korea Venture Capital Association (KVCA),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Korea Venture Capital Association (KVCA),B-20,Exhibitor in BioJapan,Yokohama,
KORTUC JAPAN,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,KORTUC JAPAN,V-45,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
KREATiS Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,KREATiS Japan,C-75,Exhibitor in BioJapan,Yokohama,
KRI,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,KRI,A-01,Exhibitor in BioJapan,Yokohama,
"Kringle Pharma, Inc.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Kringle Pharma, Inc.",V-86,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Krisan Biotech,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Krisan Biotech,D-26,Exhibitor in BioJapan,Yokohama,
KSP [NINEJP],,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,KSP [NINEJP],,Exhibitor in BioJapan,Yokohama,
Kumamoto University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kumamoto University,,Exhibitor in BioJapan,Yokohama,
Kuraray,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kuraray,R-12,Exhibitor in Regenerative Medicine Japan,Yokohama,
Kyodo International,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kyodo International,B-05,Exhibitor in BioJapan,Yokohama,
Kyokuto Pharmaceutical Industrial,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kyokuto Pharmaceutical Industrial,R-15,Exhibitor in Regenerative Medicine Japan,Yokohama,
"Kyoto Drug Discovery & Development Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Kyoto Drug Discovery & Development Co., Ltd.",V-69,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
KYOTO RESERCH PARK,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,KYOTO RESERCH PARK,B-41,Exhibitor in BioJapan,Yokohama,
Kyoto University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kyoto University,A-27,Exhibitor in BioJapan,Yokohama,
Kyoto University Hospital,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kyoto University Hospital,V‐33,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Kyoto University Innovation Capital,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kyoto University Innovation Capital,B-03,Exhibitor in BioJapan,Yokohama,
"Kyoto University, Mie University, Kyoto Institute of Technology",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Kyoto University, Mie University, Kyoto Institute of Technology",B-72,Exhibitor in BioJapan,Yokohama,
Kyowa Kirin,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kyowa Kirin,PTR-11,Exhibitor in BioJapan,Yokohama,
"Kyowa Kirin Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Kyowa Kirin Co., Ltd.",PTR-11,Exhibitor in BioJapan,Yokohama,
Kyushu University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Kyushu University,V‐33,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
LAB Biotech,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,LAB Biotech,B-50,Exhibitor in BioJapan,Yokohama,
Labcorp,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Labcorp,D-31,Exhibitor in BioJapan,Yokohama,
LacheRNA,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,LacheRNA,D-47,Exhibitor in BioJapan,Yokohama,
LAMINA THERAPEUTICS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,LAMINA THERAPEUTICS,D-30,Exhibitor in BioJapan,Yokohama,
LAUNXP Biomedical,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,LAUNXP Biomedical,D-26,Exhibitor in BioJapan,Yokohama,
LEVPROT BIOSCIENCE SOCIEDAD LIMITADA.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,LEVPROT BIOSCIENCE SOCIEDAD LIMITADA.,B-51,Exhibitor in BioJapan,Yokohama,
LibraMedicina Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,LibraMedicina Inc.,C-66,Exhibitor in BioJapan,Yokohama,
LibraMedicina ／Synmax Biochemical,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,LibraMedicina ／Synmax Biochemical,C-66,Exhibitor in BioJapan,Yokohama,
"Life Analytics,,,",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Life Analytics,,,",D-116,Exhibitor in BioJapan,Yokohama,
Liflex Science,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Liflex Science,D-47,Exhibitor in BioJapan,Yokohama,
"Liid Pharmaceuticals, Inc.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Liid Pharmaceuticals, Inc.",B-48,Exhibitor in BioJapan,Yokohama,
Lilac pharma,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Lilac pharma,D-49,Exhibitor in BioJapan,Yokohama,
LINK-J,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,LINK-J,C-50,Exhibitor in BioJapan,Yokohama,
LinqMed,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,LinqMed,A-06,Exhibitor in BioJapan,Yokohama,
LIVIUS JAPAN,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,LIVIUS JAPAN,C-29,Exhibitor in BioJapan,Yokohama,
Locus Cell,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Locus Cell,R-45,Exhibitor in Regenerative Medicine Japan,Yokohama,
London & UK Pavilion,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,London & UK Pavilion,C-24,Exhibitor in BioJapan,Yokohama,
Lonza Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Lonza Japan,,Exhibitor in BioJapan,Yokohama,
Loop Lab Bio GmbH,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Loop Lab Bio GmbH,B-06,Exhibitor in BioJapan,Yokohama,
LOOVIC,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,LOOVIC,B-05,Exhibitor in BioJapan,Yokohama,
LOTTE Biologics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,LOTTE Biologics,D-50,Exhibitor in BioJapan,Yokohama,
LPIXEL,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,LPIXEL,C-43,Exhibitor in BioJapan,Yokohama,
Luminous Labs,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Luminous Labs,,Exhibitor in BioJapan,Yokohama,
LumiSTAR Biotechnology,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,LumiSTAR Biotechnology,D-26,Exhibitor in BioJapan,Yokohama,
"Luxna Biotech Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Luxna Biotech Co., Ltd.",V-12,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Lyonbiopole,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Lyonbiopole,D-30,Exhibitor in BioJapan,Yokohama,
Lys Therapeutics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Lys Therapeutics,D-30,Exhibitor in BioJapan,Yokohama,
M Bio Technology Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,M Bio Technology Inc.,V-42,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
M&S Instruments (Technosaurus),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,M&S Instruments (Technosaurus),D-23,Exhibitor in BioJapan,Yokohama,
M&S TechnoSystems,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,M&S TechnoSystems,R-36,Exhibitor in Regenerative Medicine Japan,Yokohama,
"M2RLAB, S.L.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"M2RLAB, S.L.",B-06,Exhibitor in BioJapan,Yokohama,
Mabion,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Mabion,C-30,Exhibitor in BioJapan,Yokohama,
MAbSilico,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MAbSilico,D-30,Exhibitor in BioJapan,Yokohama,
"Mabuchi Laboratory, Graduate School of Energy Science, Kyoto University",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Mabuchi Laboratory, Graduate School of Energy Science, Kyoto University",A-26,Exhibitor in BioJapan,Yokohama,
Machinaka Medical engineering Center,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Machinaka Medical engineering Center,A-03,Exhibitor in BioJapan,Yokohama,
Magnes,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Magnes,,Exhibitor in BioJapan,Yokohama,
"MaRI Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"MaRI Co., Ltd.",V-84,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Marukyou Bio Foods,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Marukyou Bio Foods,B-44,Exhibitor in BioJapan,Yokohama,
MasterControl,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MasterControl,B-30,Exhibitor in BioJapan,Yokohama,
Maverick Biomaterials,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Maverick Biomaterials,,Exhibitor in BioJapan,Yokohama,
MCE Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MCE Inc.,B-20,Exhibitor in BioJapan,Yokohama,
MEANet Pharma Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MEANet Pharma Inc.,V-03,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
MedBeStrat,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MedBeStrat,C-83,Exhibitor in BioJapan,Yokohama,
MEDBIOINFORMATICS SOLUTIONS S.L.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MEDBIOINFORMATICS SOLUTIONS S.L.,B-51,Exhibitor in BioJapan,Yokohama,
MedCity London,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MedCity London,C-24,Exhibitor in BioJapan,Yokohama,
"MEDIAIPLUS, Inc",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"MEDIAIPLUS, Inc",B-20,Exhibitor in BioJapan,Yokohama,
"Medical Center for Translational Research, Department of Medical Innovation, The University of Osaka Hospital",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Medical Center for Translational Research, Department of Medical Innovation, The University of Osaka Hospital",A-42,Exhibitor in BioJapan,Yokohama,
Medical Grown,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Medical Grown,C-82,Exhibitor in BioJapan,Yokohama,
Medical・Ark,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Medical・Ark,B-50,Exhibitor in BioJapan,Yokohama,
"Medicinal Chemistry Pharmaceuticals,",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Medicinal Chemistry Pharmaceuticals,",V-45,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Medicosbiotech,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Medicosbiotech,B-20,Exhibitor in BioJapan,Yokohama,
Mediford Corporation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Mediford Corporation,V-36,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
MediScience Espoir,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MediScience Espoir,B-18,Exhibitor in BioJapan,Yokohama,
MEDISO Medical Innovation Support Office,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MEDISO Medical Innovation Support Office,V-52,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
MEDVERSE,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MEDVERSE,H-06,Exhibitor in healthTECH JAPAN,Yokohama,
MEIJI PHARMACEUTICAL UNIVERSITY,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MEIJI PHARMACEUTICAL UNIVERSITY,A-56,Exhibitor in BioJapan,Yokohama,
Meiji University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Meiji University,,Exhibitor in BioJapan,Yokohama,
Merck Biopharma,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Merck Biopharma,D-10,Exhibitor in BioJapan,Yokohama,
MetaSensing,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MetaSensing,C-07,Exhibitor in BioJapan,Yokohama,
Metropolilan Academic Research Consortium,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Metropolilan Academic Research Consortium,A-50,Exhibitor in BioJapan,Yokohama,
MHCombiotic,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MHCombiotic,B-86,Exhibitor in BioJapan,Yokohama,
MICE Bridge,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MICE Bridge,B-20,Exhibitor in BioJapan,Yokohama,
Michinoku Academia Startup Platform,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Michinoku Academia Startup Platform,A-73,Exhibitor in BioJapan,Yokohama,
Microbial Chemistry Research Foundation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Microbial Chemistry Research Foundation,A-38,Exhibitor in BioJapan,Yokohama,
MicroBiopharm Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MicroBiopharm Japan,B-70,Exhibitor in BioJapan,Yokohama,
Minaris Advanced Therapies（Regenerative Medicine CDMO Subsidy Office）,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Minaris Advanced Therapies（Regenerative Medicine CDMO Subsidy Office）,R-29,Exhibitor in Regenerative Medicine Japan,Yokohama,
Ministry of SMEs and Startups,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Ministry of SMEs and Startups,B-20,Exhibitor in BioJapan,Yokohama,
MIRUWS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MIRUWS,B-50,Exhibitor in BioJapan,Yokohama,
Mitsubishi Corporation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Mitsubishi Corporation,D-105,Exhibitor in BioJapan,Yokohama,
Mitsubishi Corporation Urban Development,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Mitsubishi Corporation Urban Development,C-33,Exhibitor in BioJapan,Yokohama,
"Mitsubishi UFJ Capital Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Mitsubishi UFJ Capital Co., Ltd.",V-32,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Mitsui Fudosan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Mitsui Fudosan,C-5０,Exhibitor in BioJapan,Yokohama,
MITSUI KNOWLEDGE INDUSTRY,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MITSUI KNOWLEDGE INDUSTRY,B-56,Exhibitor in BioJapan,Yokohama,
Mitsui-Soko Holdings,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Mitsui-Soko Holdings,R-41,Exhibitor in Regenerative Medicine Japan,Yokohama,
Mizota,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Mizota,B-80,Exhibitor in BioJapan,Yokohama,
MJ Science Support,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MJ Science Support,B-05,Exhibitor in BioJapan,Yokohama,
MOFgraphy Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MOFgraphy Inc.,B-50,Exhibitor in BioJapan,Yokohama,
MOLCURE,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MOLCURE,,Exhibitor in BioJapan,Yokohama,
Molecular Robotics Research Institute,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Molecular Robotics Research Institute,B-50,Exhibitor in BioJapan,Yokohama,
Molmir,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Molmir,D-47,Exhibitor in BioJapan,Yokohama,
MOLSIS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MOLSIS,B-91,Exhibitor in BioJapan,Yokohama,
Monash University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Monash University,D-95,Exhibitor in BioJapan,Yokohama,
MonoProdigm,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MonoProdigm,B-52,Exhibitor in BioJapan,Yokohama,
MORESCO,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MORESCO,A-01,Exhibitor in BioJapan,Yokohama,
MOXY,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MOXY,B-52,Exhibitor in BioJapan,Yokohama,
MSD,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MSD,PTR-07,Exhibitor in BioJapan,Yokohama,
MSR,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MSR,D-22,Exhibitor in BioJapan,Yokohama,
Murata Manufacturing,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Murata Manufacturing,A-01,Exhibitor in BioJapan,Yokohama,
MY ROBOTS K.K.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MY ROBOTS K.K.,V-83,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
MyBiotech,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MyBiotech,B-73,Exhibitor in BioJapan,Yokohama,
Mycenax Biotech,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Mycenax Biotech,C-71,Exhibitor in BioJapan,Yokohama,
MycoGenome,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,MycoGenome,B-50,Exhibitor in BioJapan,Yokohama,
Myoridge,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Myoridge,A-15,Exhibitor in BioJapan,Yokohama,
myotwin GmbH,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,myotwin GmbH,B-73,Exhibitor in BioJapan,Yokohama,
NaDeNo Nanoscience,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NaDeNo Nanoscience,B-06,Exhibitor in BioJapan,Yokohama,
nagaoka city.prefecture/nagaoka bioeconomy consortium,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,nagaoka city.prefecture/nagaoka bioeconomy consortium,A-14,Exhibitor in BioJapan,Yokohama,
Nagasaki university,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nagasaki university,B-04,Exhibitor in BioJapan,Yokohama,
Nagasaki University [NINEJP],,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nagasaki University [NINEJP],,Exhibitor in BioJapan,Yokohama,
Nagasaki University(VRDC),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nagasaki University(VRDC),A-41,Exhibitor in BioJapan,Yokohama,
Nagase ChemteX,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nagase ChemteX,D-83,Exhibitor in BioJapan,Yokohama,
Nagoya City University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nagoya City University,A-40,Exhibitor in BioJapan,Yokohama,
Nagoya University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nagoya University,,Exhibitor in BioJapan,Yokohama,
Nagoya University Hospital,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nagoya University Hospital,V‐33,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
"Nagoya University, Academic Research & Industry-Academia-Government Collaboration (AR&IAGC)",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Nagoya University, Academic Research & Industry-Academia-Government Collaboration (AR&IAGC)",A-33,Exhibitor in BioJapan,Yokohama,
NAIST [NINEJP],,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NAIST [NINEJP],,Exhibitor in BioJapan,Yokohama,
"Nano Bridge Investment Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Nano Bridge Investment Co., Ltd.",V-20,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Nara Institute of Science and Technology,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nara Institute of Science and Technology,A-47,Exhibitor in BioJapan,Yokohama,
NARD institute,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NARD institute,,Exhibitor in Regenerative Medicine Japan,Yokohama,
Natinal Cancer Center Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Natinal Cancer Center Japan,D-37,Exhibitor in BioJapan,Yokohama,
