exhibitor_name,domain,contact_number,mail,location,country,company_name,booth,description,city,linkedin_url
SB Cosmetics,skcosmetics.ae,+8210-8936-3027,global@selfbeauty.com,"11 Beopwon-ro 11-giL Songpa-gu, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",SB Cosmetics,C20,SB COSMETICS SB Cosmetics is a K-Beauty cosmetic house rapidly expanding into global markets based on proven product quality...,Seoul,
SB Impex Pvt Ltd,,+923006669180,babar_hussain71@yahoo.com,"Faisalabad, 38000, Faisalabad, Pakistan",Pakistan,SB Impex Pvt Ltd,H28,"We, SB Group of companies established 2008, are a manfacturer to produce not only SKINCARE products but also Color & Makeup...",Faisalabad,
Scentis Sarl,scentis.fr,+337892357048,jal@scentis.fr,"Allee des Parfums, 06530, Saint Cezaire sur Siagne, France",France,Scentis Sarl,,"Scentis is specialized printing company for perfumers and laboratories, producing customized supports with care for the most...",Saint Cezaire sur Siagne,
"Scentseum Co., Ltd.",scentseum.com,+8210-9249-1076,scentseum@gmail.com,"218 Hyangdong-ro Deogyang-gu, Gyang-si, 10545, Gyeonggi-do,, Korea, the Republic of (South)","Korea, the Republic of (South)","Scentseum Co., Ltd.",B46,"Scentseum, a portmanteau of “Scent” and “Museum” is a Korean perfume brand on thephilosophy of delivering “the ultimate sensory...","Gyeonggi-do,",
Scion International FZCO,scionintl.com,+97165352066,,"5551, United Arab Emirates",United Arab Emirates,Scion International FZCO,G23,"Scion International LLC has been well-known as one of the world’s largest manufacturers in the segment of Fragrance, Personal...",,
Sedra Group for Fragrance Co.,sedraperfumes.com,+96565901011,mjohar@sedraperfumes.com,"Free Trade Zone, Block 1, 13075, Kuwait, Kuwait",Kuwait,Sedra Group for Fragrance Co.,E15,"Sedra Perfumes is a Kuwait based luxury fragrance house that blends Middle Eastern richness with modern, international design...",Kuwait,
Selen Kozmetik Anonim Sirketi,selenkozmetik.com,+902128300906,arzukaraagac@selenkozmetik.com,"Sok No. 2 D:47 Maslak 42 Sariyer, 34398, Istanbul, Türkiye",Türkiye,Selen Kozmetik Anonim Sirketi,H26,Urban Care – Vegan Haircare for Modern Life Urban Care is a vegan and cruelty-free haircare brand created by Selen Kozmetik...,Istanbul,
Sellion Cosmetics Trading LLC,skcosmetics.ae,+971569296868,silvia_kim@sina.com,"40990, United Arab Emirates",United Arab Emirates,Sellion Cosmetics Trading LLC,B19,"As the UAE’s newest luxury perfume featuring authentic Arabic fragrances, Kenrio embodies harmony and kindness. It is undoubtedly...",,
Seluz Kimya Kozmetik Ticaret Ve Sanayi Anonim Sirketi,seluz.com,+902127343636,export@seluz.com,"Selimpasa Yeni San. Bol. 6043 Sk., 34570, Istanbul, Türkiye",Türkiye,Seluz Kimya Kozmetik Ticaret Ve Sanayi Anonim Sirketi,I26,"Bridging East and West both physically and culturally, we bring the most special fragrances & flavors to life, inspired by...",Istanbul,
SengCze Sp Zo.o,,+48889908731,office@mu-architec.com,"ul. Dzika 122 kod. poczta Radom, 26-610, Radom, Poland",Poland,SengCze Sp Zo.o,A18,,Radom,
Seoul Business Agency,,+8210-2067-6518,geewon@sba.seoul.kr,"29, Gonghang-daero 61-gil 301, 07563, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",Seoul Business Agency,D17,"(SEOUL BUSINESS AGENCY) SBA is a public organization funded and invested by the Seoul Metropolitan Government, with the...",Seoul,
Seraphic Products,seraphicproducts.com,+919833990975,seraphicproducts1@gmail.com,"Meghwadi, 400060, Mumbai, India",India,Seraphic Products,G09,"Manufacturer & Supplier of Perfume Ethanol and Cosmetics Raw Material. We have different grades of Perfume Ethanol, Molasses...",Mumbai,
Serena Beauty Company,beautyandperfumeintl.com,+966558906700,kikoitalybeauty1@gmail.com,"Maan Ibn Zaedah 7637, 12692, Riyadh, Saudi Arabia",Saudi Arabia,Serena Beauty Company,A21,,Riyadh,
Sevich International Inc.,,+1213-682-7256,sevichofficialusa@gmail.com,"S Fiddlers Green Circle 6400, 80111, Greenwood Village, United States",United States,Sevich International Inc.,E28,"SEVICH has built a full-link international quality control systemcovering R&D,production, testing and shipment, strictly...",Greenwood Village,
SFA NEROLI SAS,,+33688871782,corinne.bouvard@sfa-romani.com,"Allee des Aromes 221, 06530, St Cezaire Sur Siagne, France",France,SFA NEROLI SAS,F20,"SFA NEROLI carries forward the rich heritage of French perfumery, rooted in the Pays de Grasse tradition and proudly bearing...",St Cezaire Sur Siagne,
Shaan Honq Int'l Cosmetics Corp.,beautyandperfumeintl.com,+88672240011,liliya@shaanhonq.com.tw,"Zhongzheng 3rd Road, 800307, Kaohsiung, Taiwan",Taiwan,Shaan Honq Int'l Cosmetics Corp.,D16,"SH-RD Beauty Corp. is located in the United State and belongs to the SHAAN HONQ Group, as theleading role in professional...",Kaohsiung,
Shaheen Cosmetics Pvt. Ltd.,skcosmetics.ae,+923355333046,abdulwahid8883@gmail.com,"St. 1, Model Town Hayat Abad, 39350, Chichawatni, Pakistan",Pakistan,Shaheen Cosmetics Pvt. Ltd.,D28,,Chichawatni,
Shaikh Mohd Saeed L.L.C,shaikhsaeedgroup.com,+97142264446,shankeresh@shaikhsaeed.com,"Deira, 0000, Dubai, United Arab Emirates",United Arab Emirates,Shaikh Mohd Saeed L.L.C,"A10, B31",Step into the world of Shaikh Mohd Saeed Group a distinguished name in the fragrance industry with a legacy dating back to...,Dubai,
"Shanghai Cosima Packaging Co.,LTD",,+8613901840970,fei.yao@cosimapackaging.com,"No.988 jingtang Road Nanxiang Town, 201802, Shanghai, China",China,"Shanghai Cosima Packaging Co.,LTD",H32,,Shanghai,
"SHANGHAI HUA YANG INDUSTRIAL CO., LTD.",,+8613681711297,david@hygifts.com,"Yunting Debi Yiyuan, 880 Huting Road, 201615, Shanghai, China",China,"SHANGHAI HUA YANG INDUSTRIAL CO., LTD.",B39,,Shanghai,
"Shanghai MIOCO Electrical Appliance Co., LTD.",,+868662255508,fiona@mioco-sh.com,"69 Lishang Road,, Shanghai, China",China,"Shanghai MIOCO Electrical Appliance Co., LTD.",I21,,Shanghai,
"Shanghai Zhize Printing Technology Co,.Ltd",,+8618665225947,linda@zhizepackaginggroup.com,"No.1-4,Lane 1280, ZhuanXing East Road,, 201601, Shanghai, China",China,"Shanghai Zhize Printing Technology Co,.Ltd",C28,"Shanghai Zhize Printing Technology Co., Ltd. is an enterprise integrating industry and trade. Zhize team focuses on customer...",Shanghai,
SHANGPREE,shangpree.com,+8210-3446-4612,sydo@urg.co.kr,"Heolleung-ro 569-gil 21-36, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",SHANGPREE,A16,"""36 YEARS OF SPA HERITAGE"" SHANGPREE is a Korean skincare brand that began in 1990 from a single spa bed, growing through...",Seoul,
Shanns Cosmetics & Chemicals Pvt. Ltd.,goldengirlcosmetics.com,+924235778677,goldengirlbeautyshowroom.lhr@gmail.com,"10-Km, Raiwind Rd., 54660, Lahore, Pakistan",Pakistan,Shanns Cosmetics & Chemicals Pvt. Ltd.,B14,,Lahore,
"Shanxi Weiteng Technology Co., Ltd",weitengglass.com,+863597467201,vincentwxb@hotmail.com,"New Materials Industrial Park 4, Yuncheng, China",China,"Shanxi Weiteng Technology Co., Ltd",A12,,Yuncheng,
Shaoxing Jingchuan Packaging Co. Ltd.,xing.com,,nick_zhu@live.cn,"777 Yushun Avenue Cao'e Street, Shangyu Distric, 312300, Shaoxing, China",China,Shaoxing Jingchuan Packaging Co. Ltd.,I31,,Shaoxing,
"Shaoxing Shangyu Hongda Plastics Industry Co.,Ltd",xing.com,+8657582038686,zdj@hongdap.com,"Xiaoyue Street, 312367, Shaoxing, China",China,"Shaoxing Shangyu Hongda Plastics Industry Co.,Ltd",F17,"Hongda Plastics is established on 2003, is a professional roll on ball and deodorant bottle manufacturer for more than 20...",Shaoxing,
"Shaoxing Shangyu Weixiao Cosmetic Packaging Co., Ltd.",xing.com,,764666225@qq.com,"Lingnan Village, Xiaoyue Town Shangyu District, Shaoxing, China",China,"Shaoxing Shangyu Weixiao Cosmetic Packaging Co., Ltd.",K31,,Shaoxing,
Sharjah Airport International Free Zone Authority,saif-zone.com,+97165178116,info@saif-zone.com,"8000, United Arab Emirates",United Arab Emirates,Sharjah Airport International Free Zone Authority,B22,,,
Shea Miracles,,+97165739392,logistic1@nazih.com,"Buhairah Corniche, Sharjah, United Arab Emirates",United Arab Emirates,Shea Miracles,D10,SHEA MIRACLES was inspired by both beauty and benefits of the Shea Butter as well as the strength and dignity of the African...,Sharjah,
"SHENZHEN BAICHANG TECHNOLOGY CO., LTD.",baichangkeji.com,+8675529876366,,"Huifengjing Industrial Park, Beihuan Road, Shajing, 518104, Shenzhen, China",China,"SHENZHEN BAICHANG TECHNOLOGY CO., LTD.",E34,,Shenzhen,
"SHENZHEN BORRIA TECHNOLOGY CO.,LTD",iborria.com,+8619867703008,catherinewang@iborria.com,"Haishan Street, 518000, Shenzhen, China",China,"SHENZHEN BORRIA TECHNOLOGY CO.,LTD",F35,"SHENZHEN BORRIA TECHNOLOGY CO., LTD, is a high-tech enterprise specializing in the research, development, production, and...",Shenzhen,
"Shenzhen First Sail Packaging Design & Production Co., Ltd",,+8618927446479,pofaamy@163.com,"Gang North Road Bantian Street 00, 518129, Shenzhen, China",China,"Shenzhen First Sail Packaging Design & Production Co., Ltd",L35,"Shenzhen First Sail Packaging Design and Production Co., Ltd. is a full-service packaging enterprise. We provide one-stop...",Shenzhen,
"SHENZHEN HUARUIBO ELECTRIC APPLIANCES CO., LTD",,+8613600412127,hina@data-hero.cn,"Dalang Street, Huarong Community 3rd Floor, 518129, Shenzhen, China",China,"SHENZHEN HUARUIBO ELECTRIC APPLIANCES CO., LTD",G33,"Shenzhen Huaruibo Electric Appliances Co., Ltd. is a dedicated provider of beauty devices, specializing in the integration...",Shenzhen,
"Shenzhen XMT Nameplate & Label co., Ltd",xmt-craft.en.alibaba.com,+8675584827339,gary@xmt-craft.com,"Xihutang Street, Pingdi Street 24, Shenzhen, China",China,"Shenzhen XMT Nameplate & Label co., Ltd",J10,"Shenzhen X M T Nameplate & Label Co., Ltd. is a customized manufacturer specializing in producing printed metal labels and...",Shenzhen,
SHP Soap,,+3333787971059,amine.belmeslouhi@shp-soap.com,"Zai Les plaines du Logisson, 41800, Villeneuve, France",France,SHP Soap,"C24, C24",,Villeneuve,
Shuoyi Packaging INC,,+1917-929-6995,package_info@yeah.net,"Veterans Drive, 07647, Northvale, United States",United States,Shuoyi Packaging INC,N37,"Shuoyi Packaging INC, is a manufacturer specialized in the production of daily necessities and cosmetics packaging containers...",Northvale,
Shurfan Modern Factory,,+96626482820,contact@shurfan.com,"Ibn Amrou Nafil, 22766, Jeddah, Saudi Arabia",Saudi Arabia,Shurfan Modern Factory,,"At SHURFAN, we take immense pride in our heritage of more than 60 years in the perfume field. Our passion, creativity, and...",Jeddah,
Shâwelle Australia,shawelle.com,+61433023294,shaza@shawelle.com,"465 Victoria Ave., 2067, Chatswood, Australia",Australia,Shâwelle Australia,G28,"Shâwelle ® is Australia’s first pharmacist-formulated, peptide-driven cellular longevity brand. Three individual Australian...",Chatswood,
SIA GMT,,+37129356534,liga@labrains.lv,"Pulkveža Brieža iela 39,, 1045, Rīga,, Latvia",Latvia,SIA GMT,D05,,"Rīga,",
SIA Lami Cosmetics,skcosmetics.ae,+37122184590,karina@khayalprestige.com,"Rīga, Vīlandes iela 12, 0000, Riga, Latvia",Latvia,SIA Lami Cosmetics,C09,,Riga,
SIA Purenn Group,,+37129206689,export@purenn.com,"Jelgavas nov., Glūdas pag.,, 3040, Glūdas pag., Latvia",Latvia,SIA Purenn Group,D07,"Our mission is to reduce the negative impact on environment, people and animals. The range of PURENN products is - natural...",Glūdas pag.,
"Sici Technical Co., Limited",siciauto.com,+85285868879,sales@siciauto.com,"Harcourt Road 12, Central, Hong Kong",Hong Kong,"Sici Technical Co., Limited",D36,"Our company relying on advanced management, exquisite technology and perfect service has passed ISO9001 quality management...",Central,
"SIEHE Group Co.,Ltd",siehe.com,+8632551660,robin.sun@siehe.com,"No. 168 Taihong Rd. Hongqiao Business Dist., 201107, SHANGHAI, China",China,"SIEHE Group Co.,Ltd",H26,,SHANGHAI,
SIGNATURE LABEL INC.,,+8210-9098-4602,info@signaturelabel.kr,"4B, MARU 180 180, Yeoksam-ro, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",SIGNATURE LABEL INC.,C12,"SIGNATURE LABEL INC. introduces ZIGTAG, an innovative Korean skincare brand engineered to deliver high-performance skin solutions...",Seoul,
Silver Pack Global Limited,,+85294515065,terry@violet-antelope.com,"288 Des Voeux Road Central Hong Kong Corp. Unit A, 92821, Hong Kong, Hong Kong",Hong Kong,Silver Pack Global Limited,D18,,Hong Kong,
Simple As One Trading Co. L.L.C,dkhoonemirates.com,+971521994812,mansabnb@gmail.com,"Gharhud Area, Dubai, United Arab Emirates",United Arab Emirates,Simple As One Trading Co. L.L.C,"A12, B22",,Dubai,
"SINA EKATO CHEMICAL MACHINERY CO., LTD(GAOYOU CITY)",,+8618036253605,023@chinasinaekato.com,"Baqiao Industrial Zone, Gaoyou City, Yangzhou City, Jiangsu province, China., 225600, Yangzhou, China",China,"SINA EKATO CHEMICAL MACHINERY CO., LTD(GAOYOU CITY)",C51,We SinaEkato Company is a cosmetic machinery manufacturer since 1990s. Our products can meet various demands of customers...,Yangzhou,
Sina-Ekato Chemical Machinery Co. Ltd.,sinaekato.com,+8618036253605,023@chinasinaekato.com,"she, Xiamao section, Shijing St 15, 510000, Guangzhou, China",China,Sina-Ekato Chemical Machinery Co. Ltd.,C51,"Founded in 1990, Guangzhou SINA EKATO Chemical Machinery Co.,Ltd is a professional cosmetics perfume machine manufacturer...",Guangzhou,
SIORE,,+8210-5422-5273,victoria@pharma-bros.com,"30, Nonhyeon-ro 94-gi Gangnam-gu, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",SIORE,D25,"SIORÉ is a Korean skincare brand created by Pharmabros Co., Ltd., a Seoul-based company founded and led by licensed pharmacists...",Seoul,
SIYATE PERFUMES & COSMETICS TRADING L.L.C,khadlaj-perfumes.com,+971585828301,hello@mysiyate.com,"Barsha Heights, Dubai, United Arab Emirates",United Arab Emirates,SIYATE PERFUMES & COSMETICS TRADING L.L.C,L36,"SIYATE is a design-led fragrance house, crafting immersive scent experiences that celebrate memory, culture, art and storytelling...",Dubai,
SJ Nail,,+8282325064141,sales@sjnail.co.kr,"205-1, 206, 1428, Gyeongwon-daero,, 21381, Incheon, Korea, the Republic of (South)","Korea, the Republic of (South)",SJ Nail,C33,"SJ Nail Co., Ltd is one of the Top Nail & Beauty special company in Korea with its premium Nail brand ‘LUPINE’, Foot care...",Incheon,
Skin by Noor,skin1004.com,+1416-587-6668,salma@skinbynoor.com,"2967 Dundas Street West Unit 1008, M6P 1Z2, Toronto, Canada",Canada,Skin by Noor,G22A,"DPP Technologies Inc. is the Canadian company behind Skin by Noor, a luxury skincare brand pioneering the use of date palm...",Toronto,
Skin4Sin Ike,skin4.com,+302102512300,marketing@skin4sin.com,"47 Akropoleos, 121 31, Athens, Greece",Greece,Skin4Sin Ike,F10,"Aesthetic care promotes skin health and a healthy skin is and looks more beautiful! Skin4Sin are innovative, safe, dermatologically...",Athens,
"Skindaum Co., Ltd.",,+8231-967-0040,younggo@skindaum.com,"-25, NAEHYANG-RO, JEONGNAM-MYEON 240, 18523, HWASEONG-SI, Korea, the Republic of (South)","Korea, the Republic of (South)","Skindaum Co., Ltd.",A40,"Skindaum has been a leading manufacturer/private label in Korea for the past 15 years, specializing in Hydrogel patch & Heating...",HWASEONG-SI,
SKY COSMETICS FZC,skycosmetics.com,+971545389523,,"124866, United Arab Emirates",United Arab Emirates,SKY COSMETICS FZC,F12,,,
Skypack India Pvt. Ltd.,skypackindia.com,+919654291777,dm@skypackindia.com,"Sector 59, Ballabgarh, 121004, Faridabad, India",India,Skypack India Pvt. Ltd.,E10,"Skypack India Pvt. Ltd. Established in 1973, Skypack India Pvt. Ltd. is one of India’s early manufacturers of flexible packaging...",Faridabad,
SLAY'N PARIS (Galbee),pariscorner.ae,,business@galbee.com,"Ave des Champs Elysées 34, 05008, Paris, France",France,SLAY'N PARIS (Galbee),D27,,Paris,
"Small Lab Co., Ltd.",smalllab.co.kr,+8242-716-7390,smalllab.info@smalllab.co.kr,"243-15, 34027, Yuseong-gu, Korea, the Republic of (South)","Korea, the Republic of (South)","Small Lab Co., Ltd.",C28,"Company Overview Small Lab Co., Ltd. is an innovative leader specializing in premium dissolving microneedles designed for...",Yuseong-gu,
Smell & Smile Trading L.L.C,smell-and-smile.ae,+971507693353,smelldubai@gmail.com,"385301, Dubai, United Arab Emirates",United Arab Emirates,Smell & Smile Trading L.L.C,F42,"TRADING,IMPORT & EXPORT OF PERFUMES,PERFUME OILS,PERFUME COMPOUNDS,ESSENCES,TOURNAIRE ALUMINUM BOTTLES.",Dubai,
SMELL ATTRACTIVE PERFUMES L.L.C,smellattractiveperfumes.com,+97142350478,bhushan@smellattractiveperfumes.com,"251841, United Arab Emirates",United Arab Emirates,SMELL ATTRACTIVE PERFUMES L.L.C,N26,,,
SNT International LLC,,+97144365694,tarun@sntintlgroup.com,"Tower Business Bay Citadel, Dubai, United Arab Emirates",United Arab Emirates,SNT International LLC,E34,,Dubai,
So Farma Morra SPA,sofarmamorra.it,+393316774163,gverusio@sofarmamorra.it,"Lotti 8077 - 8078, 80035, NOLA, Italy",Italy,So Farma Morra SPA,D12,So Farma Morra is an international wholsale distributor for Beauty & Healthcare Products.,NOLA,
So Pack Societe par actions simplifiee,sterlingparfums.com,+33688126868,jmpontier@sopack.eu,"66 Avenue de Champs Elysees, 75008, Paris, France",France,So Pack Societe par actions simplifiee,K12,So Pack is a french perfume&cosmetics manufacturing company specialized in full-service project management and packaging...,Paris,
Sofis Srl,,+390289732253,nv@7daysmail.com,"Via Vicenzo Monti 8, 20123, MILANO, Italy",Italy,Sofis Srl,F37,"SOFIS is an international group of companies operating in 60 countries with 36,000 points of sale. The company's headquarters...",MILANO,
Solaria S.R.L.,solariaverona.it,+39045502641,solaria@solariaverona.it,"Via XX Settembre 9, 37129, Verona, Italy",Italy,Solaria S.R.L.,F26,"We are an Italian company founded in Verona in 1998, specializing in trichological care and the development of hair and scalp...",Verona,
Sollas Holland B.V.,sollas.com,+31756284751,gbuis@sollas.com,"Bruynvisweg, 1531 AX, Wormer, Netherlands",Netherlands,Sollas Holland B.V.,D11,"For over 75 years (since 1948), Sollas Holland B.V., is the leading Dutch designer, innovator and manufacturer of high quality...",Wormer,
SOLO TRADING EST,,+96655819678,gm@amorioud.com,"Al Olaya 2777 Al Woroud Dist., 12215, Riyadh, Saudi Arabia",Saudi Arabia,SOLO TRADING EST,B10,,Riyadh,
Solux Med Corp,,+17889076,grace.solux18@outlook.com,"S 6Th St STR Las Vegas 732, 89101, Las Vegas, United States",United States,Solux Med Corp,G31,Solux Med Corp is a US-based beauty technology company specialising in advanced LED light therapy devices for professional...,Las Vegas,
Solvex - Cosmetics Products Ltd.,skcosmetics.ae,+35932605460,mariana.trade@solvexcp.com,"Trakia Blvd, 4220, Krichim, Bulgaria",Bulgaria,Solvex - Cosmetics Products Ltd.,G41,"The company was founded in 1995 in the city of Plovdiv. From the very beginning, the focus of the company has been on the...",Krichim,
Som Extracts Ltd,somextracts.com,+91142141579,commercial@somextracts.com,"U.P.S.I.D.C. Indl. Area Sahibabad B6/ 2, 201010, Ghaziabad, India",India,Som Extracts Ltd,G21,,Ghaziabad,
SOOANTAURAL.CO.LTD.,,+822-6354-5148,kyle@sooanatural.com,"7 DONGGYORO 23GIL 2F, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",SOOANTAURAL.CO.LTD.,C17,,Seoul,
SOONDING,soonding.com,+8210-6255-0266,soomin@soonding.com,"915, 156 Yanghwa-ro Mapo-gu, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",SOONDING,D21,"Soonding is inspired by a playful term for someone gentle, sweet, and kind-hearted. The brand reflects this spirit by offering...",Seoul,
Sostar S.A.,sostar.gr,+302310550361,cosmetics@sostar.gr,"N Tompazi str. 30, 570 13, Thessaloniki, Greece",Greece,Sostar S.A.,A37,"Sostar S.A. is a cosmetic producer, located in Greece. The office and industrial facilities of the company spread within...",Thessaloniki,
SOUPLELISS COSMETICOS LTDA,soupleliss.com.br,+551499767-9233,aline.export@soupleliss.com.br,"Av. Espanha, 811, 18708-265, Avaré, Brazil",Brazil,SOUPLELISS COSMETICOS LTDA,"B27, B27",,Avaré,
Sozio,jesozio.com,+33181930060,l.junillon@je-sozio.com,"rue Barbes, 12, 92532, Levallois Perret, France",France,Sozio,,"Sozio is a fragrance creation firm that produces fragrant compounds for various industrial sectors: perfumery, cosmetics...",Levallois Perret,
Spartan Cleaner Sp. z o.o.,spartancleaner.com,+48791791001,kinga.sobczak@spartancleaner.com,"ul. WYPLERA, 40-860, Katowice, Poland",Poland,Spartan Cleaner Sp. z o.o.,H17,,Katowice,
"Specialx International Group Co., Limited",,+8613732420849,summer.xia@specialx.cn,"Hoi Yuen Road 72, Hong Kong",Hong Kong,"Specialx International Group Co., Limited",F20,"We are a professional perfume and perfume package supplier. With more than 20 years experience in this business, We can...",,
SPPC SAS,,+33618036940,anabela.morgado@sppcparfums.com,"Rue de courcelles 130, 75017, Paris, France",France,SPPC SAS,A28,"Founded in 1989 in Paris, SPPC is a renowned house of perfumery known for the exceptional quality of its olfactory creations...",Paris,
Spring Global Ltd,,+886934075653,mia-wu@artechpms.com,"2F, No. 447 Longgang Road Sec 2, 320056, Taoyuan, Taiwan",Taiwan,Spring Global Ltd,D31,Artech Beauty provides end-to-end custom packaging engineering and manufacturing with direct delivery to your warehouse. Our...,Taoyuan,
Spring Smile Importacao e Exportacao Ltda Epp,springsmilegroup.com,+55112091-2135,khaled.bachir.01@gmail.com,"CJ 307, 03315-000, São Paulo, Brazil",Brazil,Spring Smile Importacao e Exportacao Ltda Epp,C38,,São Paulo,
Sree Vani Perfumery Works,sreevaniperfumery.com,+918064551317,aravind.svpw@gmail.com,"LAGGERE RING Rd, Behd. KGL Bus Stop, 560058, Bangalore, India",India,Sree Vani Perfumery Works,B09,We at Sree Vani Perfumery Works are pioneers in Incense sticks manufacturing. Our hand crafted sticks have the traditional...,Bangalore,
Sri Vijayalakshmi Agarbathi Works,,+91918026666465,info@liberty1947.com,"Gulikamale Village Near Kagalipura, Bangal, 560082, Banglore, India",India,Sri Vijayalakshmi Agarbathi Works,H28,,Banglore,
"STANPA - Spanish Cosmetic, Toiletry and Perfumery Association",stanpa.com,+34915711640,stanpainternacional@stanpa.com,"Plaza Santa Barbara 3, 28004, Madrid, Spain",Spain,"STANPA - Spanish Cosmetic, Toiletry and Perfumery Association","G24, H17",,Madrid,
Star Marine General Trading L.L.C,,+971509997495,josie@kingtary.com,"63656, United Arab Emirates",United Arab Emirates,Star Marine General Trading L.L.C,G24B,"Henan Jinrunli Chemical Products Co., Ltd. is a high-tech manufacturer dedicated to the research, production and sales of...",,
"Starry Vision Co., Limited",,+8675526528480,evawumei@163.com,"99 King Fuk Street, Hong Kong, Hong Kong",Hong Kong,"Starry Vision Co., Limited",C38,"Starry Vision is committed to the corporate philosophy of ""Focus, Professionalism, Research, and Excellence"", and has deeply...",Hong Kong,
Start Industrial Limited,,+8657462493001,yuan.melody@gmail.com,"Nathan Road 610, Hong Kong",Hong Kong,Start Industrial Limited,E37,Start lndustrial Limited already have advanced mould design. manufacture. injection. automatie assemble For Cosmetic Packagings...,,
Steg Laboratories (PVT) LTD,steglab.com,+92300066240,afsheen_wasim1974@yahoo.com,"Sharakpur Road, 54810, Lahore, Pakistan",Pakistan,Steg Laboratories (PVT) LTD,C11,,Lahore,
Stellent General Trading LLC,stellentdxb.com,+97143259530,aditya@stellentdxb.com,"Kuwait Street, Al Raffa, 241974, Dubai, United Arab Emirates",United Arab Emirates,Stellent General Trading LLC,B16,"Dubai Based Import & Export Comany involved in trading of Branded Toiletries and Power Brands Like Rexona, Garnier, Simple...",Dubai,
Sterling Perfumes Industries LLC,sterlingparfums.com,+97148855588,s.namita@sterling.ae,"40741, United Arab Emirates",United Arab Emirates,Sterling Perfumes Industries LLC,"C26, B32, C32","Sterling Perfumes Industries is a diversified, multi-brand company that controls multiple stages of production and distribution...",,
Storm Time Trading LLC,,,zycmarket@gmail.com,"Dragon Market, Dubai, United Arab Emirates",United Arab Emirates,Storm Time Trading LLC,D39,We are a professional distributor of makeup tools in Middle East region. We are one of the representatives of JESSUP which...,Dubai,
Style and Scents Global General Trading LLC,stylenscent.com,+97143444108,benjamin@stylescent.com,"Marasi Drive 2702, Dubai, United Arab Emirates",United Arab Emirates,Style and Scents Global General Trading LLC,A46,Style & Scents Global has been in business for 18 years and the journey started with the launch of French fragrances in the...,Dubai,
STYLEKOREAN MIDDLE EAST TRADING FZE,,+971503657820,noah2@siliconii.net,"17310, United Arab Emirates",United Arab Emirates,STYLEKOREAN MIDDLE EAST TRADING FZE,F28,"StyleKorean MENA is the official Middle East & Africa regional hub of StyleKorean, operated by Silicon2, a global leader...",,
Styx Naturcosmetics,styx.at,+498124907371,office@styx.de,"Josef Neumeier St. 15, 85664, Hohenlinden, Germany",Germany,Styx Naturcosmetics,G33,,Hohenlinden,
"Sudai Biotechnology Co., Ltd",,+8270-7781-7771,sudeecosmetics@naver.com,"Apgujeong-ro 4-gil Gangnam-gu, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)","Sudai Biotechnology Co., Ltd",C18,"SUDEE – Korean Clinical Skincare SUDEE is a Korean skincare brand developed with a focus on skin science, advanced ingredients...",Seoul,
SUMMERSAVER GmbH,summersaver.de,+491752411535,business@summersaver.de,"Grosse Duewelstrasse 48b, 30171, Hanover, Germany",Germany,SUMMERSAVER GmbH,G26A,Summersaver is a German skincare brand specializing in effective anti-chafing solutions. As Germany’s No. 1 anti-chafing...,Hanover,
Sun Sara Cosmetics Trading Co. LLC,skcosmetics.ae,+971526538168,sue@sunsarabeauty.com,"B2B Tower Business Bay 2303, Dubai, United Arab Emirates",United Arab Emirates,Sun Sara Cosmetics Trading Co. LLC,D20,,Dubai,
"Sunday International Trade Co., Limited",,+8615017935753,lensgoo@lensgoo.com,"2G Hok Yuen Street, Hong Kong, Hong Kong",Hong Kong,"Sunday International Trade Co., Limited",G18,"Established in 2016,we have progressively positioned itself as a global frontrunner in the contact lens industry. With over...",Hong Kong,
SUNGBOON EDITOR x GLUVA GLOBAL,,+8210-8392-8319,gluvaglobal@gmail.com,"Magok-dong, Gangseo-gu 757, 07788, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",SUNGBOON EDITOR x GLUVA GLOBAL,A32,GLUVA GLOBAL is a Korea-based K-Beauty distribution company specializing in the Middle East. As the exclusive distributor...,Seoul,
"Superior Cosme(GZ) Co.,LTD",skcosmetics.ae,+8613922739548,bianxinping@126.com,"No. 135 Huangyuan RD., 510080, GUANGZHOU, China",China,"Superior Cosme(GZ) Co.,LTD",I33,,GUANGZHOU,
Surin General Trading LLC,,+971585008514,sunnyvirdee@me.com,"The Greens, Dubai, United Arab Emirates",United Arab Emirates,Surin General Trading LLC,H12,A NEW HAND CARE CATEGORY IS HERE. NAD+OLOGY is bringing something to market that has never been done like this before: advanced...,Dubai,
Surrati Perfumes Company Limited,surratiperfumes.com,+966125203000,purchase@surratiperfumes.com,"5178 MAKKAH AL MUKARRAMAH 9394, 24227, Makkah, Saudi Arabia",Saudi Arabia,Surrati Perfumes Company Limited,L12,"Founded in 1929 in the holy city of Mecca, Surrati Perfumes is a pioneer in the world of fine fragrance. With nearly a century...",Makkah,
